airport_id,airport_iata,airport_icao,airport_name,airport_city,airport_country,latitude,longitude,affected_date,expiry_date,iscurrent
3737,SKA,KSKA,FAIRCHILD AFB,SPOKANE,UNITED STATES,47.615,-117.655833,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3823,SFF,KSFF,FELTS,SPOKANE,UNITED STATES,47.682778,-117.3225,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4035,FDK,KFDK,FREDERICK MUN,FREDERICK,UNITED STATES,39.4175,-77.374444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4816,PVW,KPVW,HALE CO,PLAINVIEW,UNITED STATES,34.168056,-101.717222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5743,JOT,KJOT,JOLIET REGL,JOLIET,UNITED STATES,41.517778,-88.175556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5755,JBR,KJBR,JONESBORO MUN,JONESBORO,UNITED STATES,35.831944,-90.646111,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6741,LVL,KLVL,LAWRENCEVILLE/ BRUNSWICK,LAWRENCEVILLE,UNITED STATES,36.772778,-77.794167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6951,LNK,KLNK,LINCOLN MUN,LINCOLN,UNITED STATES,40.851111,-96.759167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7125,PRC,KPRC,LOVE,PRESCOTT,UNITED STATES,34.654444,-112.419444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7759,MPR,KMPR,MC PHERSON,MC PHERSON,UNITED STATES,38.3525,-97.691389,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7818,MEM,KMEM,MEMPHIS INTL,MEMPHIS,UNITED STATES,35.043611,-89.976667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8018,NKX,KNKX,MIRAMAR MCAS/ MITSCHER,SAN DIEGO,UNITED STATES,32.868333,-117.1425,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9158,ATW,KATW,OUTAGAMIE CO REGL,APPLETON,UNITED STATES,44.2575,-88.519444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10247,RIF,KRIF,RICHFIELD MUN,RICHFIELD,UNITED STATES,38.736389,-112.098889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11127,SBM,KSBM,SHEBOYGAN CO MEML,SHEBOYGAN,UNITED STATES,43.769444,-87.851667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12364,TTN,KTTN,TRENTON MERCER,TRENTON,UNITED STATES,40.276667,-74.813333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12584,UMT,PAUM,UMIAT,UMIAT,UNITED STATES,69.371111,-152.135556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12754,FKL,KFKL,VENANGO REGL,FRANKLIN,UNITED STATES,41.377778,-79.860278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13281,PTN,KPTN,WILLIAMS MEML,PATTERSON,UNITED STATES,29.710833,-91.339722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
918,HYA,KHYA,BARNSTABLE MUN-BOARDMAN/ POLAN,HYANNIS,UNITED STATES,41.669444,-70.280278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1371,SYI,KSYI,BOMAR-SHELBYVILLE MUN,SHELBYVILLE,UNITED STATES,35.56,-86.4425,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1998,CSN,KCXP,CARSON,CARSON CITY,UNITED STATES,39.192222,-119.734444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2020,CZK,KCZK,CASCADE LOCKS STATE,CASCADE LOCKS,UNITED STATES,45.676944,-121.878889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2200,PGD,KPGD,CHARLOTTE CO,PUNTA GORDA,UNITED STATES,26.920278,-81.990556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2801,CSV,KCSV,CROSSVILLE MEML-WHITSON,CROSSVILLE,UNITED STATES,35.951389,-85.085,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2893,RBD,KRBD,DALLAS EXECUTIVE,DALLAS,UNITED STATES,32.680833,-96.868333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3077,DTL,KDTL,DETROIT LAKES-WETHING,DETROIT LAKES,UNITED STATES,46.825278,-95.885556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3355,MRB,KMRB,EASTERN W VA REGL/ SHEPHERD,MARTINSBURG,UNITED STATES,39.401944,-77.984444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3702,EVV,KEVV,EVANSVILLE REGL,EVANSVILLE,UNITED STATES,38.038056,-87.530556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3735,FAI,PAFA,FAIRBANKS INTL,FAIRBANKS,UNITED STATES,64.813611,-147.859722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3741,FFL,KFFL,FAIRFIELD MUN,FAIRFIELD,UNITED STATES,41.053333,-91.978889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4025,FKN,KFKN,FRANKLIN MUN-ROSE,FRANKLIN,UNITED STATES,36.698056,-76.903889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4947,HAX,KHAX,HATBOX,MUSKOGEE,UNITED STATES,35.745833,-95.412778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5563,ITH,KITH,ITHACA TOMPKINS REGL,ITHACA,UNITED STATES,42.491111,-76.458333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5849,JRF,PHJR,KALAELOA (JOHN RODGERS FIELD),KAPOLEI,UNITED STATES,21.307222,-158.070278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6097,RKR,KRKR,KERR,POTEAU,UNITED STATES,35.021667,-94.621389,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6894,LWS,KLWS,LEWISTON-NEZ PERCE CO,LEWISTON,UNITED STATES,46.374444,-117.015278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7484,RIV,KRIV,MARCH ARB,RIVERSIDE,UNITED STATES,33.880833,-117.259444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8163,MVE,KMVE,MONTEVIDEO-CHIPPEWA CO,MONTEVIDEO,UNITED STATES,44.969167,-95.710278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8514,BNA,KBNA,NASHVILLE INTL,NASHVILLE,UNITED STATES,36.124444,-86.678056,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8802,MSL,KMSL,NORTHWEST ALABAMA REGL,MUSCLE SHOALS,UNITED STATES,34.745278,-87.610278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9207,PGA,KPGA,PAGE MUN,PAGE,UNITED STATES,36.926111,-111.448333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9468,MPJ,KMPJ,PETIT JEAN PARK,MORRILTON,UNITED STATES,35.138889,-92.909167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9520,GSO,KGSO,PIEDMONT TRIAD INTL,GREENSBORO,UNITED STATES,36.097778,-79.937222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9923,PUB,KPUB,PUEBLO MEML,PUEBLO,UNITED STATES,38.289167,-104.496667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10304,RIW,KRIW,RIVERTON REGL,RIVERTON,UNITED STATES,43.064167,-108.459722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10411,HTL,KHTL,ROSCOMMON CO,HOUGHTON LAKE,UNITED STATES,44.359722,-84.671111,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10450,RPX,KRPX,ROUNDUP,ROUNDUP,UNITED STATES,46.473611,-108.5575,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10802,SQA,KIZA,SANTA YNEZ,SANTA YNEZ,UNITED STATES,34.606944,-120.075556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11473,VCV,KVCV,SOUTHERN CALIFORNIA LOGISTICS,VICTORVILLE,UNITED STATES,34.595556,-117.382778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13118,LWL,KLWL,WELLS MUN/ HARRIET,WELLS,UNITED STATES,41.117222,-114.922222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13320,MWM,KMWM,WINDOM MUN,WINDOM,UNITED STATES,43.913333,-95.109444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13365,GGW,KGGW,WOKAL/ GLASGOW INTL,GLASGOW,UNITED STATES,48.2125,-106.614722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13443,CYT,PACY,YAKATAGA,YAKATAGA,UNITED STATES,60.081944,-142.493611,2030-12-31T15:04:58,2031-12-31T15:04:58,1
461,ANV,PANV,ANVIK,ANVIK,UNITED STATES,62.648611,-160.19,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1485,BFD,KBFD,BRADFORD REGL,BRADFORD,UNITED STATES,41.803056,-78.64,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1778,CXL,KCXL,CALEXICO INTL,CALEXICO,UNITED STATES,32.669444,-115.513333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2179,CNU,KCNU,CHANUTE MARTIN JOHNSON,CHANUTE,UNITED STATES,37.668889,-95.485,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4592,PIA,KPIA,GREATER PEORIA REGL,PEORIA,UNITED STATES,40.664167,-89.693333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4813,HNS,PAHN,HAINES,HAINES,UNITED STATES,59.244722,-135.519444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4961,PIB,KPIB,HATTIESBURG-LAUREL REGL,HATTIESBURG-LAUREL,UNITED STATES,31.467222,-89.336944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5223,DWH,KDWH,HOOKS MEML,HOUSTON,UNITED STATES,30.061944,-95.552778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5951,KYK,PAKY,KARLUK,KARLUK,UNITED STATES,57.566944,-154.450278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7397,MNZ,KHEF,MANASSAS REGL/ DAVIS,MANASSAS,UNITED STATES,38.721389,-77.515556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7532,FLP,KFLP,MARION CO REGL,FLIPPIN,UNITED STATES,36.290833,-92.590278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7873,KIC,KKIC,MESA DEL REY,KING CITY,UNITED STATES,36.228056,-121.121944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7973,VTN,KVTN,MILLER,VALENTINE,UNITED STATES,42.857778,-100.547222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9015,UCA,KUCA,ONEIDA CO,UTICA,UNITED STATES,43.145,-75.383889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9951,PUW,KPUW,PULLMAN/ MOSCOW REGL,PULLMAN/ MOSCOW,UNITED STATES,46.743889,-117.109444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10196,RHV,KRHV,REID-HILLVIEW,SAN JOSE,UNITED STATES,37.332778,-121.819722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10788,SZP,KSZP,SANTA PAULA,SANTA PAULA,UNITED STATES,34.347222,-119.061111,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11359,ISN,KISN,SLOULIN INTL,WILLISTON,UNITED STATES,48.178056,-103.642222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11573,STC,KSTC,ST CLOUD REGL,ST CLOUD,UNITED STATES,45.546667,-94.06,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12138,FOK,KFOK,THE GABRESKI,WESTHAMPTON BEACH,UNITED STATES,40.843611,-72.631667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12591,UNK,PAUN,UNALAKLEET,UNALAKLEET,UNITED STATES,63.888333,-160.798889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12973,ALW,KALW,WALLA WALLA REGL,WALLA WALLA,UNITED STATES,46.094444,-118.288056,2030-12-31T15:04:58,2031-12-31T15:04:58,1
69,EKX,KEKX,ADDINGTON,ELIZABETHTOWN,UNITED STATES,37.686944,-85.923889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
805,BKE,KBKE,BAKER CITY MUN,BAKER CITY,UNITED STATES,44.837222,-117.809167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1040,BEC,KBEC,BEECH FACTORY,WICHITA,UNITED STATES,37.694444,-97.215,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1298,BLU,KBLU,BLUE CANYON-NYACK,EMIGRANT GAP,UNITED STATES,39.275,-120.709444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2279,MDW,KMDW,CHICAGO-MIDWAY,CHICAGO,UNITED STATES,41.786111,-87.7525,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3187,GDC,KGYH,DONALDSON CENTER,GREENVILLE,UNITED STATES,34.758333,-82.376389,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3746,FRM,KFRM,FAIRMONT MUN,FAIRMONT,UNITED STATES,43.643889,-94.415556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4179,GUP,KGUP,GALLUP MUN,GALLUP,UNITED STATES,35.511111,-108.789444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4634,GWO,KGWO,GREENWOOD-LEFLORE,GREENWOOD,UNITED STATES,33.494444,-90.084722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6589,TVL,KTVL,LAKE TAHOE,SOUTH LAKE TAHOE,UNITED STATES,38.893889,-119.995278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6622,STL,KSTL,LAMBERT-ST LOUIS INTL,ST LOUIS,UNITED STATES,38.747778,-90.36,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7084,LSN,KLSN,LOS BANOS MUN,LOS BANOS,UNITED STATES,37.062778,-120.869167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7127,RBW,KRBW,LOWCOUNTRY REGL,WALTERBORO,UNITED STATES,32.920556,-80.641111,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7972,MJX,KMJX,MILLER,TOMS RIVER,UNITED STATES,39.9275,-74.2925,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8998,OLY,KOLY,OLNEY-NOBLE,OLNEY-NOBLE,UNITED STATES,38.721944,-88.176389,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9195,PFC,KPFC,PACIFIC CITY STATE,PACIFIC CITY,UNITED STATES,45.199722,-123.962222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9420,NPA,KNPA,PENSACOLA NAS,PENSACOLA,UNITED STATES,30.352778,-87.318611,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9482,PHP,KPHP,PHILIP,PHILIP,UNITED STATES,44.048611,-101.599167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10210,GLD,KGLD,RENNER/ GOODLAND MUN,GOODLAND,UNITED STATES,39.370556,-101.698889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10394,RFG,KRFG,ROOKE,REFUGIO,UNITED STATES,28.293611,-97.323056,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10898,HYR,KHYR,SAWYER CO,HAYWARD,UNITED STATES,46.025833,-91.444167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11077,GSB,KGSB,SEYMOUR JOHNSON AFB,GOLDSBORO,UNITED STATES,35.339444,-77.960556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11151,SPS,KSPS,SHEPPARD AFB/ WICHITA FALLS MU,WICHITA FALLS,UNITED STATES,33.988889,-98.491944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11570,PHN,KPHN,ST CLAIR CO INTL,PORT HURON,UNITED STATES,42.910833,-82.528889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11804,SGR,KSGR,SUGAR LAND MUN/ HULL,HOUSTON,UNITED STATES,29.622222,-95.656667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11871,SVE,KSVE,SUSANVILLE MUN,SUSANVILLE,UNITED STATES,40.376944,-120.573056,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12469,TUL,KTUL,TULSA INTL,TULSA,UNITED STATES,36.198333,-95.888333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13507,THV,KTHV,YORK,YORK,UNITED STATES,39.916944,-76.873056,2030-12-31T15:04:58,2031-12-31T15:04:58,1
341,ABL,PAFM,AMBLER,AMBLER,UNITED STATES,67.106111,-157.853611,2030-12-31T15:04:58,2031-12-31T15:04:58,1
915,BAF,KBAF,BARNES MUN,WESTFIELD/ SPRINGFIELD,UNITED STATES,42.157778,-72.715556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
938,DAG,KDAG,BARSTOW-DAGGETT,DAGGETT,UNITED STATES,34.853611,-116.786667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1470,BWM,KBPP,BOWMAN MUN,BOWMAN,UNITED STATES,46.186944,-103.428056,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1550,BMC,KBMC,BRIGHAM CITY,BRIGHAM CITY,UNITED STATES,41.5525,-112.062222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2391,COS,KCOS,CITY OF COLORADO SPRINGS MUN,COLORADO SPRINGS,UNITED STATES,38.805833,-104.700278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2442,CLW,KCLW,CLEARWATER,CLEARWATER,UNITED STATES,27.976667,-82.758611,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2460,CLK,KCLK,CLINTON MUN,CLINTON,UNITED STATES,35.538333,-98.932778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3338,HTO,KHTO,EAST HAMPTON,EAST HAMPTON,UNITED STATES,40.959444,-72.251944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3403,GUF,KJKA,EDWARDS,GULF SHORES,UNITED STATES,30.289444,-87.673611,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4091,FNL,KFNL,FT COLLINS-LOVELAND MUN,FT COLLINS-LOVELAND,UNITED STATES,40.451944,-105.011389,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4279,MKE,KMKE,GEN MITCHELL INTL,MILWAUKEE,UNITED STATES,42.947222,-87.896667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4368,GVL,KGVL,GILMER MEML,GAINESVILLE,UNITED STATES,34.273333,-83.826944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5121,HLC,KHLC,HILL CITY MUN,HILL CITY,UNITED STATES,39.378889,-99.831389,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5430,IMM,KIMM,IMMOKALEE,IMMOKALEE,UNITED STATES,26.433056,-81.401111,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5727,OJC,KOJC,JOHNSON CO EXECUTIVE,OLATHE,UNITED STATES,38.8475,-94.7375,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6076,JFK,KJFK,KENNEDY INTL,NEW YORK,UNITED STATES,40.639722,-73.778889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6106,EYW,KEYW,KEY WEST INTL,KEY WEST,UNITED STATES,24.556111,-81.759444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7538,MNN,KMNN,MARION MUN,MARION,UNITED STATES,40.616111,-83.063333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7723,CLD,KCRQ,MC CLELLAN-PALOMAR,CARLSBAD,UNITED STATES,33.128333,-117.28,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8174,MXO,KMXO,MONTICELLO REGL,MONTICELLO,UNITED STATES,42.220278,-91.163333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8204,MOR,KMOR,MOORE-MURRELL,MORRISTOWN,UNITED STATES,36.179444,-83.375556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9345,COF,KCOF,PATRICK AFB,COCOA BEACH,UNITED STATES,28.239444,-80.6075,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9399,PLN,KPLN,PELLSTON REGL APT OF EMMET CO,PELLSTON,UNITED STATES,45.570833,-84.796667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10320,WBR,KRQB,ROBEN-HOOD,BIG RAPIDS,UNITED STATES,43.7225,-85.504167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10383,REO,KREO,ROME STATE,ROME,UNITED STATES,42.577778,-117.885556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10647,SAT,KSAT,SAN ANTONIO INTL,SAN ANTONIO,UNITED STATES,29.533611,-98.469722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11523,GEG,KGEG,SPOKANE INTL,SPOKANE,UNITED STATES,47.62,-117.533889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13161,HPN,KHPN,WESTCHESTER CO,WHITE PLAINS,UNITED STATES,41.066944,-73.7075,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13266,IKB,KUKF,WILKES CO,NORTH WILKESBORO,UNITED STATES,36.222778,-81.098333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13513,YNG,KYNG,YOUNGSTOWN-WARREN REGL,YOUNGSTOWN-WARREN,UNITED STATES,41.260833,-80.679167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
413,LFK,KLFK,ANGELINA CO,LUFKIN,UNITED STATES,31.233889,-94.75,2030-12-31T15:04:58,2031-12-31T15:04:58,1
637,AHN,KAHN,ATHENS/ EPPS,ATHENS,UNITED STATES,33.948611,-83.326389,2030-12-31T15:04:58,2031-12-31T15:04:58,1
681,AUG,KAUG,AUGUSTA STATE,AUGUSTA,UNITED STATES,44.320556,-69.797222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
978,RAC,KRAC,BATTEN,RACINE,UNITED STATES,42.760556,-87.815278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1220,BGM,KBGM,BINGHAMTON REGL/ LINK,BINGHAMTON,UNITED STATES,42.208611,-75.979722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1300,LEX,KLEX,BLUE GRASS,LEXINGTON,UNITED STATES,38.036944,-84.605278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1386,HRO,KHRO,BOONE CO,HARRISON,UNITED STATES,36.261667,-93.154722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1877,CVS,KCVS,CANNON AFB,CLOVIS,UNITED STATES,34.382778,-103.322222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2188,CCY,KCCY,CHARLES CITY MUN,CHARLES CITY,UNITED STATES,43.0725,-92.610833,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3011,DRG,PADE,DEERING (NEW),DEERING,UNITED STATES,66.069444,-162.766389,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3401,EDW,KEDW,EDWARDS AFB,EDWARDS,UNITED STATES,34.905278,-117.883611,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4117,FSU,KFSU,FT SUMNER MUN,FT SUMNER,UNITED STATES,34.483333,-104.217222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5332,LND,KLND,HUNT,LANDER,UNITED STATES,42.815278,-108.729722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6637,LNY,PHNY,LANAI CITY,LANAI,UNITED STATES,20.785556,-156.951389,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7261,MQB,KMQB,MACOMB MUN,MACOMB,UNITED STATES,40.52,-90.6525,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7539,MZZ,KMZZ,MARION MUN,MARION,UNITED STATES,40.490278,-85.679167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8630,SHH,PASH,NEW SHISHMAREF,SHISHMAREF,UNITED STATES,66.249444,-166.089444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8754,ORF,KORF,NORFOLK INTL,NORFOLK,UNITED STATES,36.894722,-76.201111,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9133,OTM,KOTM,OTTUMWA INDUSTRIAL,OTTUMWA,UNITED STATES,41.106667,-92.448056,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9252,PWK,KPWK,PALWAUKEE MUN,CHICAGO/ PROSPECT HGTS/ WHEELI,UNITED STATES,42.114167,-87.901389,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10118,RAP,KRAP,RAPID CITY REGL,RAPID CITY,UNITED STATES,44.045278,-103.0575,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10413,ROX,KROX,ROSEAU MUN/ BILLBERG,ROSEAU,UNITED STATES,48.856111,-95.696944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10610,SBY,KSBY,SALISBURY-OCEAN CITY WICOMIC*,SALISBURY,UNITED STATES,38.340556,-75.510278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11233,SIK,KSIK,SIKESTON MEML MUN,SIKESTON,UNITED STATES,36.898889,-89.561667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11502,SPA,KSPA,SPARTANBURG DOWNTOWN MEML,SPARTANBURG,UNITED STATES,34.915833,-81.956389,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11685,SVH,KSVH,STATESVILLE MUN,STATESVILLE,UNITED STATES,35.765278,-80.956667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12620,UPP,PHUP,UPOLU,HAWI,UNITED STATES,20.265278,-155.86,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13088,TBN,KTBN,WAYNESVILLE REGL AT FORNEY FLD,FT LEONARD WOOD,UNITED STATES,37.741667,-92.140833,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13358,OSH,KOSH,WITTMAN REGL,OSHKOSH,UNITED STATES,43.984444,-88.556944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
251,ALI,KALI,ALICE INTL,ALICE,UNITED STATES,27.740833,-98.026944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
571,ATS,KATS,ARTESIA MUN,ARTESIA,UNITED STATES,32.8525,-104.467778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1081,BLI,KBLI,BELLINGHAM INTL,BELLINGHAM,UNITED STATES,48.792778,-122.5375,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1464,HQM,KHQM,BOWERMAN,HOQUIAM,UNITED STATES,46.971111,-123.936667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1626,BKC,PABL,BUCKLAND,BUCKLAND,UNITED STATES,65.982222,-161.151944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2012,CGZ,KCGZ,CASA GRANDE MUN,CASA GRANDE,UNITED STATES,32.955,-111.766944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2174,AXN,KAXN,CHANDLER,ALEXANDRIA,UNITED STATES,45.866389,-95.394722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2230,CYF,PACK,CHEFORNAK,CHEFORNAK,UNITED STATES,60.149167,-164.285556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2284,CIC,KCIC,CHICO MUN,CHICO,UNITED STATES,39.795278,-121.858333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2683,CRP,KCRP,CORPUS CHRISTI INTL,CORPUS CHRISTI,UNITED STATES,27.770278,-97.501111,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3561,EDF,PAED,ELMENDORF AFB,ANCHORAGE,UNITED STATES,61.253056,-149.793889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3787,FBL,KFBL,FARIBAULT MUN,FARIBAULT,UNITED STATES,44.324722,-93.310833,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4093,FOD,KFOD,FT DODGE REGL,FT DODGE,UNITED STATES,42.551389,-94.1925,2030-12-31T15:04:58,2031-12-31T15:04:58,1
