airport_id,iata,icao,name
11209,\N,FCMD,SIDETRA
11210,TGR,DAUK,SIDI MAHDI
11213,SNY,KSNY,SIDNEY MUN
11214,SDY,KSDY,SIDNEY-RICHLAND MUN
11215,SGE,EDGS,SIEGERLAND
11216,REP,VDSR,SIEM REAP
11217,RUI,KSRR,SIERRA BLANCA REGL
11218,SGV,SAVS,SIERRA GRANDE
11219,MZO,MUMZ,SIERRA MAESTRA
11221,FHU,KFHU,SIERRA VISTA MUN-LIBBY AAF
11225,SIJ,BISI,SIGLUFJORDUR
11226,NSY,LICZ,SIGONELLA MIL
11227,\N,MUSN,SIGUANEA
11228,GII,GUSI,SIGUIRI
11229,\N,VDSV,SIHANUKVILLE
11230,SXZ,LTCL,SIIRT
11232,CEW,KCEW,SIKES
11233,SIK,KSIK,SIKESTON MEML MUN
11234,BDR,KBDR,SIKORSKY MEML
11235,IXS,VEKU,SILCHAR
11238,MXX,ESKM,SILJAN
11239,\N,ESVS,SILJANSNAS
11240,\N,KBFW,SILVER BAY MUN
11242,\N,CFQ5,SILVER CITY
11248,ASU,SGAS,SILVIO PETTIROSSI INTL
11249,SIF,VNSI,SIMARA
11250,OEO,KOEO,SIMENSTAD MUN
11251,SMY,GOTS,SIMENTI
11252,SIP,UKFF,SIMFEROPOL'
11253,IMK,VNST,SIMIKOT
11254,\N,FZIA,SIMISIMI
11255,FBG,KFBG,SIMMONS AAF
11256,GYE,SEGU,SIMON BOLIVAR INTL
11257,CCS,SVMI,SIMON BOLIVAR INTL
11258,SMR,SKSM,SIMON BOLIVAR
11259,\N,WMKF,SIMPANG
11262,\N,FDSM,SIMUNYE
11263,YCR,CYCR,SINCLAIR MEML
11264,CNL,EKSN,SINDAL
11265,SIE,LPSI,SINES
11266,\N,HTSD,SINGIDA
11267,\N,LDSS,SINJ
11268,SNI,GLGE,SINOE
11269,SIC,LTCM,SINOP
11270,OPS,SWSI,SINOP
11271,\N,LPST,SINTRA AB
11272,SIR,LSGS,SION
11273,\N,KSOY,SIOUX CENTER MUN
11274,SUX,KSUX,SIOUX GATEWAY/ COL. BUD DAY FI
11275,YXL,CYXL,SIOUX LOOKOUT
11276,\N,CKM2,SIOUX NARROWS
11277,\N,SMSI,SIPALIWINI
11278,\N,SSQC,SIQUEIRA CAMPOS
11280,GBE,FBSK,SIR SERETSE KHAMA INTL
11282,SYJ,OIKY,SIRJAN
11283,SXI,OIBS,SIRRI
11284,SIS,FASS,SISHEN
11285,JHS,BGSS,SISIMIUT
11286,SIY,KSIY,SISKIYOU CO
11289,JSH,LGST,SITIA
11290,SIT,PASI,SITKA ROCKY GUTIERREZ
11291,\N,LSZV,SITTERDORF
11292,AKY,VYSW,SITTWE
11293,VAS,LTAR,SIVAS
11294,\N,LTAV,SIVRIHISAR AB
11295,\N,ESFJ,SJOBO AB
11296,\N,ESSE,SKA-EDEBY
11297,SKN,ENSK,SKAGEN
11298,MVW,KBVS,SKAGIT REGL
11299,SGY,PAGY,SKAGWAY
11302,KDU,OPSD,SKARDU
11303,NYO,ESKN,SKAVSTA
11304,SFT,ESNS,SKELLEFTEA
11305,\N,PAZK,SKELTON
11308,\N,ESVM,SKINNLANDA
11309,SKU,LGSY,SKIROS AB
11310,SQW,EKSV,SKIVE
11311,SKP,LWSK,SKOPJE
11312,\N,FYSA,SKORPION MINE
11313,KVB,ESGR,SKOVDE
11315,SZK,FASZ,SKUKUZA
11316,\N,LKSK,SKUTEC
11317,SKW,PASW,SKWENTNA
11320,\N,KDYT,SKY HARBOR
11333,\N,KDAW,SKYHAVEN
11337,BTF,KBTF,SKYPARK
11345,\N,LKSN,SLANY
11347,\N,CKD9,SLATE FALLS
11351,YZH,CYZH,SLAVE LAKE
11353,\N,EGCV,SLEAP
11355,SLQ,PASL,SLEETMUTE
11356,SLD,LZSL,SLIAC
11357,\N,KASD,SLIDELL
11358,SXL,EISG,SLIGO
11359,ISN,KISN,SLOULIN INTL
11360,\N,FASW,SLURRY
11361,\N,ESMY,SMALANDSSTENAR
11362,MAC,KMAC,SMART DOWNTOWN
11368,INT,KINT,SMITH REYNOLDS
11370,\N,KMRH,SMITH
11371,SLG,KSLG,SMITH
11372,SMD,KSMD,SMITH
11373,YYD,CYYD,SMITHERS
11374,SIO,YSMI,SMITHTON
11379,MQY,KMQY,SMYRNA
11380,SNB,YSNB,SNAKE BAY
11381,\N,CEV9,SNARE RIVER
11382,PAE,KPAE,SNOHOMISH CO
11383,\N,CJE4,SNOW LAKE
11386,DWB,FMNO,SOALALA
11387,\N,LKSO,SOBESLAV
11388,QBX,SNOB,SOBRAL
11389,AER,URSS,SOCHI
11390,ONM,KONM,SOCORRO MUN
11391,SOT,EFSO,SODANKYLA
11392,SXU,HASD,SODDO
11393,SOO,ESNY,SODERHAMN
11394,CGK,WIII,SOEKARNO-HATTA INTL
11395,UTC,EHSB,SOESTERBERG AB
11396,SOF,LBSF,SOFIA
11397,SHO,RKND,SOKCHO AERO
11398,BDK,DIBU,SOKO
11399,\N,DXSK,SOKODE
11400,GDX,UHMM,SOKOL
11401,SVG,ENZV,SOLA
11404,SXQ,PASX,SOLDOTNA
11405,\N,SSSD,SOLEDADE
11406,SOZ,LFKS,SOLENZARA
11408,\N,ESNB,SOLLEFTEA
11409,\N,LFKD,SOLLIERES SARDIERES
11410,\N,KOLG,SOLON SPRINGS MUN
11411,SLI,FLSW,SOLWEZI
11413,\N,CKC8,SOMERSET
11414,\N,KSMQ,SOMERSET
11415,SME,KSME,SOMERSET-PULASKI CO-WILSON
11417,CLJ,LRCL,SOMESENI
11418,\N,FZRG,SOMINKA
11419,\N,EDBS,SOMMERDA
11420,\N,EDBU,SOMMERSBERG
11421,\N,LESB,SON BONET
11423,SGD,EKSB,SONDERBORG
11424,SGX,HTSO,SONGEA
11425,SGZ,VTSH,SONGKHLA
11426,\N,FQSG,SONGO
11427,\N,EDPS,SONNEN
11428,STS,KSTS,SONOMA CO
11432,\N,CSY3,SOREL
11433,\N,LFEN,SORIGNY
11434,SOJ,ENSR,SORKJOSEN
11435,SOD,SDCO,SOROCABA
11436,SRT,HUSO,SOROTI
11437,\N,RPXU,SORSOGON
11438,SRP,ENSO,SORSTOKKEN
11439,SOE,FCOS,SOUANKE
11440,NIT,LFBN,SOUCHE
11441,\N,LFDK,SOULAC SUR MER
11442,BJA,DAAE,SOUMMAM-ABANE RAMDANE
11443,SFK,SNSW,SOURE
11444,\N,CJX5,SOURIS
11446,ELD,KELD,SOUTH ARKANSAS REGL AT GOODWIN
11447,SBN,KSBN,SOUTH BEND REGL
11448,GEY,KGEY,SOUTH BIG HORN CO
11449,\N,MYBS,SOUTH BIMINI
11450,XSC,MBSC,SOUTH CAICOS
11451,\N,CEH4,SOUTH CALGARY
11454,\N,YGBI,SOUTH GOULBURN I
11456,XSI,CZSN,SOUTH INDIAN LAKE
11457,LLY,KVAY,SOUTH JERSEY REGL
11461,\N,CNP3,SOUTH RENFREW MUN
11462,\N,CPE6,SOUTH RIVER
11463,\N,KSGS,SOUTH ST PAUL MUN-FLEMING
11464,SOU,EGHI,SOUTHAMPTON INTL
11467,KIW,FLSO,SOUTHDOWNS
11469,BRL,KBRL,SOUTHEAST IOWA REGL
11470,BPT,KBPT,SOUTHEAST TEXAS REGL
11471,SEN,EGMC,SOUTHEND
11472,\N,KACJ,SOUTHER
11473,VCV,KVCV,SOUTHERN CALIFORNIA LOGISTICS
11476,SQC,YSCR,SOUTHERN CROSS
11477,MDH,KMDH,SOUTHERN ILLINOIS
11479,YPG,CYPG,SOUTHPORT
11480,\N,YSPT,SOUTHPORT
11481,RSW,KRSW,SOUTHWEST FLORIDA INTL
11482,ABY,KABY,SOUTHWEST GEORGIA REGL
11483,BEH,KBEH,SOUTHWEST MICHIGAN REGL
11484,\N,SNST,SOUTO SOARES
11485,\N,SNQD,SOUZA
11486,\N,ESMI,SOVDEBORG
11488,SZA,FNSO,SOYO
11491,TIX,KTIX,SPACE COAST REGL
11494,SPM,ETAD,SPANGDAHLEM AB
11497,\N,EISP,SPANISH POINT
11499,SVW,PASV,SPARREVOHN LRRS
11500,SAR,KSAR,SPARTA COMMUNITY-HUNTER
11501,CMY,KCMY,SPARTA/ FT MC COY
11502,SPA,KSPA,SPARTANBURG DOWNTOWN MEML
11503,SPJ,LGSP,SPARTI AB
11504,\N,CYSW,SPARWOOD/ ELK VALLEY
11507,\N,LSZK,SPECK-FEHRALTORF
11509,MUL,KMUL,SPENCE
11510,SPW,KSPW,SPENCER MUN
11513,\N,EDRY,SPEYER
11516,SUS,KSUS,SPIRIT OF ST LOUIS
11517,\N,CFS5,SPIRIT RIVER
11518,\N,CKH7,SPIRITWOOD
11519,\N,LZSV,SPISSKA NOVA VES
11521,\N,LOAS,SPITZERBERG
11522,\N,EKSD,SPJALD
11523,GEG,KGEG,SPOKANE INTL
11526,MLW,GLMR,SPRIGGS PAYNE
11528,AXP,MYAP,SPRING POINT
11529,\N,CYBW,SPRINGBANK
11530,SBU,FASB,SPRINGBOK
11531,SPZ,KASG,SPRINGDALE MUN
11532,\N,CCD2,SPRINGDALE
11538,SGH,KSGH,SPRINGFIELD-BECKLEY MUN
11539,SGF,KSGF,SPRINGFIELD-BRANSON REGL
11540,\N,KSPH,SPRINGHILL
11541,\N,CAQ4,SPRINGHOUSE AIRPARK
11542,\N,FASI,SPRINGS
11544,\N,EDCH,SPROSSEN
11546,YSE,CYSE,SQUAMISH
11547,\N,CKQ2,SQUAW RAPIDS
11548,\N,VOPN,SRI SATHYA SAI
11549,SXR,VISR,SRINAGAR AB
11550,RCO,LFDN,ST AGNANT
11551,\N,CES3,ST ALBERT
11552,\N,LFFD,ST ANDRE DE L'EURE
11553,\N,CDA5,ST ANDREWS (CODROY VALLEY)
11554,\N,CYAV,ST ANDREWS
11555,ENK,EGAB,ST ANGELO
11556,YAY,CYAY,ST ANTHONY
11557,\N,EGDX,ST ATHAN AB
11558,\N,LFMX,ST AUBAN
11559,DPE,LFAB,ST AUBIN
11560,UST,KSGJ,ST AUGUSTINE
11561,\N,LFIK,ST AULAYE
11562,SBH,TFFJ,ST BARTHELEMY I
11563,\N,CTA4,ST BRUNO DE GUIGUES
11564,YCM,CYSN,ST CATHARINES/ NIAGARA DISTRIC
11565,SKV,HESC,ST CATHERINE INTL
11566,CLY,LFKC,ST CATHERINE
11567,\N,KSET,ST CHARLES CO SMARTT
11569,\N,LFXI,ST CHRISTOL AB
11570,PHN,KPHN,ST CLAIR CO INTL
11571,PLR,KPLR,ST CLAIR CO
11573,STC,KSTC,ST CLOUD REGL
11574,\N,LFPZ,ST CYR-L'ECOLE
11575,\N,LFOZ,ST DENIS DE L'HOTEL
11576,\N,LFIY,ST DENIS DU PIN
11577,\N,CSY4,ST DONAT
11579,\N,LFOD,ST FLORENT
11580,\N,JAME,ST FRANCIS &
11581,\N,CSZ4,ST FREDERIC
11582,\N,LFKM,ST GALMIER
11583,DOL,LFRG,ST GATIEN
11584,GNB,LFLS,ST GEOIRS
11586,SGU,KSGU,ST GEORGE MUN
11588,\N,PAPB,ST GEORGE
11589,SGO,YSGE,ST GEORGE
11590,\N,LOLG,ST GEORGEN/ YBBSFELD
11591,OYP,SOOG,ST GEORGES DE L'OYAPOCK
11592,\N,CYSG,ST GEORGES
11593,\N,LFFW,ST GEORGES
11595,HLS,YSTH,ST HELENS
11596,\N,EBSU,ST HUBERT AB
11597,\N,EBSH,ST HUBERT
11599,RNS,LFRN,ST JACQUES
11600,\N,KJYG,ST JAMES MUN
11601,\N,LOIJ,ST JOHANN
11603,SJN,KSJN,ST JOHNS INDUSTRIAL
11604,YYT,CYYT,ST JOHN'S INTL
11605,\N,LFBJ,ST JUNIEN
11606,LEQ,EGHC,ST JUST
11608,OPL,KOPL,ST LANDRY PARISH-AHART
11609,\N,CST3,ST LAZARE
11610,CPS,KCPS,ST LOUIS DOWNTOWN
11612,ALN,KALN,ST LOUIS REGL
11613,XLS,GOSS,ST LOUIS
11614,FPR,KFPR,ST LUCIE CO INTL
11615,\N,LFTR,ST MANDRIER NAVY
11617,\N,LFNL,ST MARTIN DE LONDRES
11618,\N,LFPD,ST MARTIN
11619,STQ,KOYM,ST MARYS MUN
11621,ISC,EGHE,ST MARY'S
11622,KSM,PASM,ST MARY'S
11623,NQY,EGDG,ST MAWGAN AB
11624,\N,EDXM,ST MICHAELISDONN
11625,STP,KSTP,ST PAUL DOWNTOWN-HOLMAN
11626,SNP,PASN,ST PAUL I
11627,\N,CEW3,ST PAUL
11628,PSH,EDXO,ST PETER-ORDING
11629,PIE,KPIE,ST PETERSBURG-CLEARWATER INTL
11630,\N,LFDP,ST PIERRE D'OLERON
11631,FSP,LFVP,ST PIERRE
11632,\N,LFLR,ST RAMBERT D'ALBON
11633,\N,LFFZ,ST REMY
11634,\N,LFSX,ST SAUVEUR AB
11635,\N,CCS3,ST STEPHEN
11636,YST,CYST,ST THERESA POINT
11638,YQS,CYQS,ST THOMAS MUN
11639,\N,LFLN,ST YAN
11642,\N,SKSF,STA FE DE ANTIOQUIA
11643,\N,SAOS,STA. ROSA DE CONLARA
11644,\N,EDHS,STADE
11646,\N,KRMN,STAFFORD REGL
11648,HMR,ENHA,STAFSBERG
11653,HUJ,KHHW,STAMPER MUN
11655,\N,FASR,STANDERTON
11660,\N,CND4,STANHOPE
11661,\N,CSN5,STANHOPE
11662,TYM,MYES,STANIEL CAY
11663,\N,LKSA,STANKOV
11666,\N,CCW4,STANLEY
11667,\N,KVUJ,STANLY CO
11668,STN,EGSS,STANSTED
11669,SNH,YSPE,STANTHORPE
11673,SYN,KSYN,STANTON
11674,\N,NY35,STANTON
11675,\N,EGSG,STAPLEFORD
11676,\N,KSAZ,STAPLES MUN
11679,\N,CKJ7,STARBUCK
11680,\N,KOXI,STARKE CO
11684,TBR,KTBR,STATESBORO MUN
11685,SVH,KSVH,STATESVILLE MUN
11686,YIF,CYIF,ST-AUGUSTIN
11687,STA,EKVJ,STAUNING
11688,SWC,YSWL,STAWELL
11689,\N,CDD3,STE-AGNES-DE-DUNDEE
11690,SBS,KSBS,STEAMBOAT SPRINGS/ ADAMS
11691,\N,CYSZ,STE-ANNE-DES-MONTS
11694,\N,CFB7,STEEN RIVER
11695,\N,CFG7,STEEN TOWER
11697,OFK,KOFK,STEFAN MEML
11698,\N,LGSV,STEFANOVIKION ARMY
11700,\N,CJB3,STEINBACH
11701,\N,LFQY,STEINBOURG
11702,\N,EDQY,STEINRUCKEN
11703,\N,CSM4,STE-JULIENNE
11704,CRT,KCRT,STELL
11705,SML,MYLS,STELLA MARIS
11707,\N,FASH,STELLENBOSCH
11708,\N,EDOV,STENDAL-BORSTEL
11709,\N,KHSA,STENNIS INTL
11711,BKD,KBKD,STEPHENS CO
11713,YJT,CYJT,STEPHENVILLE
11714,STK,KSTK,STERLING MUN
11716,WAH,KBWP,STERN
11717,\N,CEJ3,STETTLER
11718,ANC,PANC,STEVENS ANCHORAGE INTL
11720,STE,KSTE,STEVENS POINT MUN
11725,SWF,KSWF,STEWART INTL
11727,ZST,CZST,STEWART
11728,\N,CSH5,ST-FERDINAND
11729,\N,CSU3,ST-HYACINTHE
11730,\N,LKSB,STICHOVICE
11732,SWO,KSWO,STILLWATER MUN
11734,SSF,KSSF,STINSON MUN
11736,\N,CSG5,ST-JEAN CHRYSOSTOME
11737,YJN,CYJN,ST-JEAN
11738,\N,CSZ3,ST-JOVITE
11739,LDX,SOOM,ST-LAURENT-DU-MARONI
11740,YSL,CYSL,ST-LEONARD
11741,\N,CSX5,ST-MATHIAS
11742,\N,CSB3,ST-MATHIEU-DE-BELOEIL
11743,\N,CSM5,ST-MICHEL-DES-SAINTS
11744,\N,LOAU,STOCKERAU
11746,SCK,KSCK,STOCKTON METRO
11749,TAD,KTAD,STOKES
11750,SSJ,ENST,STOKKA
11751,\N,OH22,STOLTZFUS AIRFIELD
11755,YSF,CYSF,STONY RAPIDS
11756,SLB,KSLB,STORM LAKE MUN
11758,SYY,EGPO,STORNOWAY
11759,SQO,ESUD,STORUMAN
11761,\N,CDC4,ST-QUENTIN
11762,WRO,EPWR,STRACHOWICE
11763,SRN,YSRN,STRAHAN
11764,\N,LKST,STRAKONICE
11765,\N,EDBV,STRALSUND
11766,\N,ESKS,STRANGNAS AB
11767,\N,CNM4,STRATFORD MUN
11769,\N,NZSD,STRATFORD
11770,\N,CJY5,STRATHCLAIR
11771,QPK,EDAY,STRAUSBERG
11772,KBY,YKBY,STREAKY BAY
11773,GOJ,UWGG,STRIGINO
11776,\N,EGER,STRONSAY
11777,WLD,KWLD,STROTHER
11778,SUD,KSUD,STROUD MUN
11780,\N,LKSR,STRUNKOVICE
11782,\N,VDST,STUNG TRENG
11783,\N,EGCS,STURGATE
11786,MMX,ESMS,STURUP
11787,SGT,KSGT,STUTTGART MUN
11788,STR,EDDS,STUTTGART
11789,\N,CSL5,ST-VICTOR-DE-BEAUCE
11790,SYK,BIST,STYKKISHOLMUR
11791,\N,FBSN,SUA
11792,\N,EBNM,SUARLEE
11793,\N,AGGV,SUAVANAO
11795,SNF,SVSP,SUB TENIENTE NESTOR ARIAS
11796,SFS,RPLB,SUBIC BAY INTL
11798,\N,FWSU,SUCOMA
11799,SUQ,SESC,SUCUA
11800,YSB,CYSB,SUDBURY
11802,\N,KSFQ,SUFFOLK MUN
11803,\N,FDBS,SUGAR ESTATE
11804,SGR,KSGR,SUGAR LAND MUN/ HULL
11808,\N,VTPO,SUKHOTHAI
11809,SKZ,OPSK,SUKKUR
11810,ULE,SULE,SULE
11811,ISE,LTFC,SULEYMAN DEMIREL
11812,\N,EFVT,SULKAHARJU
11813,MSV,KMSV,SULLIVAN CO INTL
11814,SIV,KSIV,SULLIVAN CO
11816,\N,KUUV,SULLIVAN REGL
11819,SLR,KSLR,SULPHUR SPRINGS MUN
11820,SZB,WMSA,SULTAN ABDUL AZIZ SHAH-SUBANG
11821,AOR,WMKA,SULTAN ABDUL HALIM
11822,IPH,WMKI,SULTAN AZLAN SHAH
11823,BTJ,WITT,SULTAN ISKANDARMUDA
11824,KBR,WMKC,SULTAN ISMAIL PETRA
11825,JHB,WMKJ,SULTAN ISMAIL
11826,PLM,WIPP,SULTAN M BADARUDDIN II
11827,TGG,WMKN,SULTAN MAHMUD
11828,PKU,WIBB,SULTAN SYARIF KASIM II
11829,DJB,WIPA,SULTAN TAHA
11830,\N,WRRS,SUMBAWA BESAR
11831,SUT,HTSU,SUMBAWANGA
11832,\N,FNSU,SUMBE
11833,LSI,EGPB,SUMBURGH
11834,SUR,CJV7,SUMMER BEAVER
11835,YSU,CYSU,SUMMERSIDE
11836,\N,KSXL,SUMMERSVILLE
11837,\N,KDYB,SUMMERVILLE
11839,\N,KEVY,SUMMIT
11841,\N,LKSU,SUMPERK
11842,SUM,KSMS,SUMTER MUN
11845,FNJ,ZKPY,SUNAN
11849,\N,KHSD,SUNDANCE
11850,\N,ESKC,SUNDBRO
11851,\N,CFN7,SUNDRE
11852,SDL,ESNN,SUNDSVALL-HARNOSAND
11853,TSA,RCSS,SUNGSHAN
11854,\N,ESKU,SUNNE
11860,NYI,DGSN,SUNYANI
11861,\N,EFSU,SUOMUSSALMI
11862,PNK,WIOO,SUPADIO
11865,URT,VTSB,SURAT THANI
11866,\N,USRR,SURGUT
11867,SUG,RPMS,SURIGAO
11868,SKH,VNSK,SURKHET
11869,\N,SWMU,SURUMU
11870,\N,RKSK,SUSAEK AERO
11871,SVE,KSVE,SUSANVILLE MUN
11872,GED,KGED,SUSSEX CO
11873,\N,KFWN,SUSSEX
11875,\N,EPSU,SUWALKI
11877,SWU,RKSW,SUWON
11878,VAW,ENSS,SVARTNES
11879,EVG,ESND,SVEG
11880,\N,LZSK,SVIDNIK
11881,SWP,FYSM,SWAKOPMUND
11883,SWH,YSWH,SWAN HILL
11884,\N,CEM5,SWAN HILLS
11885,ZJN,CZJN,SWAN RIVER
11887,SWS,EGFH,SWANSEA
11890,\N,EPSW,SWIDNIK
11891,YYN,CYYN,SWIFT CURRENT
11892,ADR,KPHH,SWINNIE
11893,BDJ,WRBB,SYAMSUDIN NOOR
11895,YQY,CYQY,SYDNEY
11896,SCW,UUYY,SYKTYVKAR
11898,SYV,KSYV,SYLVESTER
11899,SYR,KSYR,SYRACUSE HANCOCK INTL
11901,JSY,LGSO,SYROS
11902,ORM,EGBK,SYWELL
11903,\N,LHUD,SZEGED
11904,BZG,EPBY,SZWEDEROWO
11905,SZY,EPSY,SZYMANY
11906,TCP,HETB,TABA INTL
11907,TCX,OIMT,TABAS
11908,TBT,SBTT,TABATINGA INTL
11909,\N,CED5,TABER
11910,PDG,WIMG,TABING
11911,\N,LKTA,TABOR
11912,TBO,HTTB,TABORA
11913,TXU,DITB,TABOU
11915,TBZ,OITT,TABRIZ INTL
11916,TBG,AYTB,TABUBIL
11917,TUU,OETB,TABUK
11918,\N,RJTC,TACHIKAWA
11919,THL,VYTL,TACHILEK
11921,TIW,KTIW,TACOMA NARROWS
11922,TAW,SUTB,TACUAREMBO
11924,TDJ,HDTJ,TADJOURAH
11925,XTL,CYBQ,TADOULE LAKE
11927,TAG,RPVT,TAGBILARAN
11929,QHN,SWTY,TAGUATINGA
11930,\N,KTQH,TAHLEQUAH MUN
11932,THZ,DRRT,TAHOUA
11933,TXG,RCLG,TAICHUNG AERO
11934,\N,NZTI,TAIERI
11935,TIF,OETF,TAIF
11936,TNN,RCNN,TAINAN AERO
11937,TPG,WMBI,TAIPING
11938,HRB,ZYHB,TAIPING
11939,TSC,SETH,TAISHA
11940,TJH,RJBT,TAJIMA
11941,PAZ,MMPA,TAJIN
11942,TKT,VTPT,TAK
11943,TAK,RJOT,TAKAMATSU
11944,TKP,NTGT,TAKAPOTO AERO
11945,\N,NTKR,TAKAROA
11946,\N,DAAP,TAKHAMALT
11947,TKH,VTPI,TAKHLI
11948,\N,CBD5,TAKLA NARROWS
11949,TKD,DGTK,TAKORADI AB
11951,\N,NTKM,TAKUME
11952,ARH,ULAA,TALAGI
11953,BJZ,LEBZ,TALAVERA LA REAL
11954,\N,CFF6,TALBOT LAKE
11956,\N,ESUJ,TALJE
11957,TKA,PATK,TALKEETNA
11958,ASN,KASN,TALLADEGA MUN
11960,TLH,KTLH,TALLAHASSEE REGL
11961,GAT,LFNA,TALLARD
11962,TLL,EETN,TALLINN
11963,\N,LFOO,TALMONT
11964,YYH,CYYH,TALOYOAK
11966,\N,CFA7,TALTHEILEI NARROWS
11967,TML,DGLE,TAMALE
11968,TUD,GOTT,TAMBACOUNDA
11969,\N,FDTM,TAMBANKULU
11970,\N,VOTX,TAMBARAM
11971,WTA,FMMU,TAMBOHORANO
11972,\N,SNTL,TAMBORIL
11973,THT,GQNT,TAMCHAKETT
11974,TME,SKTM,TAME
11976,TPA,KTPA,TAMPA INTL
11978,TSL,MMTN,TAMUIN
11979,TMW,YSTW,TAMWORTH
11981,\N,LGTG,TANAGRA AB
11984,\N,LPTN,TANCOS AB
11985,CNF,SBCF,TANCREDO NEVES INTL
11986,GPB,SBGU,TANCREDO THOMAS DE FARIA
11987,TDG,RPMW,TANDAG
11988,\N,FZFT,TANDALA
11989,TDL,SAZT,TANDIL
11990,TNE,RJFG,TANEGASHIMA
11991,TGT,HTTG,TANGA
11992,\N,KTGI,TANGIER I
11993,\N,VOTJ,TANJORE
11995,\N,EDMT,TANNHEIM
11996,\N,SSQM,TANQUE NOVO
11997,SGN,VVTS,TANSONNHAT
11998,TSM,KSKX,TAOS REGL
11999,SHE,ZYTX,TAOXIAN
12000,\N,RCGM,TAOYUAN
12001,\N,EETA,TAPA
12002,TAP,MMTP,TAPACHULA INTL
12006,\N,SWTP,TAPURUQUARA
12007,TRK,WRLR,TARAKAN
12008,TRA,RORT,TARAMA
12009,TPC,SETR,TARAPOA
12010,\N,LFHV,TARARE
12011,TRQ,SBTK,TARAUACA
12012,\N,KETC,TARBORO-EDGECOMBE
12013,TRO,YTRE,TAREE
12014,\N,LFCA,TARGE
12015,TIZ,AYTA,TARI
12016,XTO,YTAM,TAROOM
12017,\N,GMMO,TAROUDANT
12020,\N,EKST,TASINGE
12021,YTQ,CYTQ,TASIUJAQ
12022,LCV,LIQL,TASSIGNANO
12023,\N,LHTA,TASZAR
12024,LEK,GULB,TATA
12025,\N,NTGO,TATAKOTO
12026,\N,CDA2,TATAMAGOUCHE
12027,\N,EGBM,TATENHILL
12029,\N,LGTT,TATOI AB
12030,TAT,LZTT,TATRY
12031,\N,SDTF,TATUI
12032,\N,EDCT,TAUCHA
12033,\N,NZTM,TAUMARUNUI
12034,\N,KTAN,TAUNTON MUN
12035,TUO,NZAP,TAUPO
12036,TRG,NZTG,TAURANGA
12037,BAY,LRBM,TAUTII MAGHERAUS
12038,DLE,LFGJ,TAVAUX
12039,TWU,WBKW,TAWAU
12040,\N,KAAS,TAYLOR CO
12041,MDF,KMDZ,TAYLOR CO
12043,TYZ,KTYL,TAYLOR MUN
12046,\N,KTAZ,TAYLORVILLE MUN
12047,\N,GMFZ,TAZA
12048,OUZ,GQPZ,TAZADIT
12052,TCH,FOOT,TCHIBANGA
12053,THC,GLTN,TCHIEN
12054,\N,SERO,TCRNEL. ART. VICTOR F. LARREA
12055,\N,NZTZ,TE ANAU
12056,\N,NZTA,TE AROHA
12057,\N,NZTT,TE KUITI
12059,\N,HLTS,TEBESTY V-9
12061,\N,CFM6,TEEPEE
12062,MME,EGNV,TEESSIDE
12063,TFF,SBTF,TEFE
12064,TXL,EDDT,TEGEL
12065,TSP,KTSP,TEHACHAPI MUN
12066,BQO,DIBN,TEHINI
12067,TCN,MMHC,TEHUACAN
12068,\N,EFTS,TEISKO
12069,\N,VGTJ,TEJGAON
12070,\N,KTQE,TEKAMAH
12071,TEA,MHTE,TELA
12073,YTX,CBM5,TELEGRAPH CREEK
12074,TEC,SBTL,TELEMACO BORBA
12075,MQW,KMQW,TELFAIR-WHEELER
12076,TEF,YTEF,TELFER
12079,TEX,KTEX,TELLURIDE REGL
12080,MOZ,NTTM,TEMAE
12081,\N,SVTR,TEMBLADOR
12082,TEM,YTEM,TEMORA
12083,THF,EDDI,TEMPELHOF
12085,\N,SGCO,TEN. CRL. CARMELO PERALTA
12086,\N,SETE,TENA
12087,TGA,WSAT,TENGAH
12088,PNT,SCNT,TENIENTE JULIO GALLARDO
12089,TNM,SCRM,TENIENTE R MARSH MARTIN
12090,GXQ,SCCY,TENIENTE VIDAL
12092,TEG,DFET,TENKODOGO
12093,TCA,YTNK,TENNANT CREEK
12096,TPQ,MMEP,TEPIC
12098,TII,OATN,TEREEN
12100,SUF,LICA,TERME
12101,TMJ,UTST,TERMEZ
12102,\N,PHFS,TERN I.
12103,\N,EGOE,TERNHILL AB
12104,\N,NZTB,TERRA NOVA BAY SKIWAY
12105,YTJ,CYTJ,TERRACE BAY
12106,YXT,CYXT,TERRACE
12107,EIS,TUPJ,TERRANCE B LETTSOME INTL
12108,HUF,KHUF,TERRE HAUTE INTL-HULMAN
12110,TRL,KTRL,TERRELL MUN
12113,\N,SSIE,TERUEL IPANEMA ESTANCIA
12114,\N,ZMTE,TESHIG
12115,YZW,CYZW,TESLIN
12116,\N,GATS,TESSALIT
12117,\N,DRRA,TESSAOUA
12118,TES,HHTS,TESSENAI
12119,VCE,LIPZ,TESSERA
12120,TEB,KTEB,TETERBORO
12122,\N,EHTE,TEUGE
12123,TXK,KTXK,TEXARKANA REGL-WEBB
12124,\N,EHTX,TEXEL
12126,BEV,LLBS,TEYMAN
12128,THK,VLTK,THAKHEK
12129,\N,LFCU,THALAMY
12130,\N,EDPW,THALMASSING-WAIZENHOFEN
12131,TMZ,NZTH,THAMES
12132,THG,YTNG,THANGOOL
12133,\N,EDNU,THANNHAUSEN
