flight_id,flightno,from,to,departure,arrival,airline_id,airplane_id
4060,SW6897,7121,6862,2015-06-01 06:06:00,2015-06-01 14:12:00,93,5055
4061,SW7077,5034,8625,2015-06-01 01:17:00,2015-06-01 10:23:00,93,5058
4062,SW7333,7325,969,2015-06-01 14:12:00,2015-06-02 01:01:00,93,5037
4063,SW7744,7069,4107,2015-06-01 02:06:00,2015-06-01 05:15:00,93,5037
4064,SW8578,1117,1334,2015-06-01 06:12:00,2015-06-01 19:24:00,93,5026
4065,SW9006,2936,915,2015-06-01 07:04:00,2015-06-01 23:06:00,93,5051
4066,SW9271,12725,13571,2015-06-01 21:21:00,2015-06-02 03:36:00,93,5037
4067,SW9500,4482,5213,2015-06-01 06:18:00,2015-06-01 17:47:00,93,5052
4068,SW9769,12809,929,2015-06-01 02:06:00,2015-06-01 11:26:00,93,5032
4069,SW9783,4607,9697,2015-06-01 17:03:00,2015-06-02 04:20:00,93,5037
4070,SY1308,6140,4892,2015-06-01 08:37:00,2015-06-01 19:39:00,94,1250
4071,SY1381,4725,3482,2015-06-01 10:03:00,2015-06-01 15:10:00,94,1231
4072,SY1387,1870,3782,2015-06-01 00:28:00,2015-06-01 12:24:00,94,1252
4073,SY1543,3491,8315,2015-06-01 00:06:00,2015-06-01 09:47:00,94,1276
4074,SY1558,9341,7190,2015-06-01 04:38:00,2015-06-01 19:13:00,94,1287
4075,SY1582,10178,1167,2015-06-01 04:04:00,2015-06-01 11:23:00,94,1294
4076,SY1666,11494,5011,2015-06-01 17:30:00,2015-06-01 18:17:00,94,1260
4077,SY2498,6011,4094,2015-06-01 05:18:00,2015-06-01 14:16:00,94,1315
4078,SY2566,4411,5909,2015-06-01 02:06:00,2015-06-01 11:31:00,94,1297
4079,SY2659,12307,5828,2015-06-01 01:02:00,2015-06-01 17:54:00,94,1249
4080,SY2792,7998,6918,2015-06-01 23:00:00,2015-06-02 18:27:00,94,1305
4081,SY3196,4602,9476,2015-06-01 09:02:00,2015-06-02 02:28:00,94,1300
4082,SY3286,5683,5554,2015-06-01 14:29:00,2015-06-02 03:04:00,94,1248
4083,SY3298,9858,1932,2015-06-01 02:12:00,2015-06-01 11:09:00,94,1269
4084,SY3663,10820,5433,2015-06-01 04:12:00,2015-06-01 13:29:00,94,1234
4085,SY3721,11541,7936,2015-06-01 09:03:00,2015-06-01 12:51:00,94,1245
4086,SY3777,3731,12760,2015-06-01 11:16:00,2015-06-01 12:00:00,94,1236
4087,SY4129,4785,5746,2015-06-01 21:05:00,2015-06-02 12:08:00,94,1246
4088,SY4186,1179,6813,2015-06-01 14:16:00,2015-06-02 08:13:00,94,1242
4089,SY4416,2673,9946,2015-06-01 16:26:00,2015-06-02 06:17:00,94,1307
4090,SY4448,5462,7926,2015-06-01 17:36:00,2015-06-01 21:47:00,94,1303
4091,SY4881,10657,11442,2015-06-01 07:44:00,2015-06-01 23:14:00,94,1230
4092,SY5143,6067,11627,2015-06-01 22:14:00,2015-06-02 04:41:00,94,1306
4093,SY5326,6895,7200,2015-06-01 13:39:00,2015-06-01 16:41:00,94,1243
4094,SY5387,12558,955,2015-06-01 03:30:00,2015-06-01 18:26:00,94,1236
4095,SY5657,6276,12647,2015-06-01 18:13:00,2015-06-02 07:04:00,94,1291
4096,SY6242,9407,8079,2015-06-01 14:35:00,2015-06-02 01:06:00,94,1298
4097,SY6578,457,12145,2015-06-01 17:50:00,2015-06-02 06:30:00,94,1280
4098,SY6696,4227,3682,2015-06-01 21:24:00,2015-06-02 03:15:00,94,1302
4099,SY7044,5427,5695,2015-06-01 02:39:00,2015-06-01 23:09:00,94,1308
4100,SY7516,10483,2237,2015-06-01 18:06:00,2015-06-02 08:13:00,94,1263
4101,SY7834,6925,4281,2015-06-01 15:18:00,2015-06-02 00:58:00,94,1304
4102,SY7876,7902,5360,2015-06-01 14:28:00,2015-06-02 09:46:00,94,1317
4103,SY8018,12195,9538,2015-06-01 22:07:00,2015-06-02 09:54:00,94,1245
4104,SY8302,2877,11463,2015-06-01 03:08:00,2015-06-01 17:09:00,94,1265
4105,SY8636,11606,4884,2015-06-01 21:06:00,2015-06-02 04:12:00,94,1247
4106,SY8987,241,11701,2015-06-01 19:28:00,2015-06-02 11:52:00,94,1265
4107,SY9370,6462,13524,2015-06-01 01:14:00,2015-06-01 05:48:00,94,1271
4108,TA1106,4868,3381,2015-06-01 07:19:00,2015-06-02 03:03:00,95,3753
4109,TA1198,4054,110,2015-06-01 00:21:00,2015-06-01 03:44:00,95,3756
4110,TA1204,6270,4431,2015-06-01 23:55:00,2015-06-02 12:24:00,95,3755
4111,TA1382,5309,7496,2015-06-01 13:40:00,2015-06-02 02:44:00,95,3774
4112,TA1461,6846,6917,2015-06-01 01:37:00,2015-06-01 20:34:00,95,3757
4113,TA1626,343,8837,2015-06-01 03:05:00,2015-06-01 10:15:00,95,3764
4114,TA1685,1984,10084,2015-06-01 21:10:00,2015-06-02 10:50:00,95,3769
4115,TA1719,8762,8944,2015-06-01 11:53:00,2015-06-01 20:32:00,95,3763
4116,TA1741,7224,6164,2015-06-01 04:50:00,2015-06-01 09:12:00,95,3754
4117,TA2458,11739,11704,2015-06-01 06:09:00,2015-06-01 13:44:00,95,3775
4118,TA2501,13372,10077,2015-06-01 18:36:00,2015-06-02 10:42:00,95,3757
4119,TA2605,7334,6443,2015-06-01 00:25:00,2015-06-01 05:40:00,95,3778
4120,TA2799,3705,6226,2015-06-01 10:18:00,2015-06-01 21:51:00,95,3762
4121,TA2818,9266,6092,2015-06-01 02:08:00,2015-06-01 17:22:00,95,3758
4122,TA2823,7835,11080,2015-06-01 12:51:00,2015-06-01 22:46:00,95,3767
4123,TA3663,6648,11825,2015-06-01 11:08:00,2015-06-01 23:11:00,95,3763
4124,TA3808,6022,5612,2015-06-01 16:17:00,2015-06-02 00:40:00,95,3768
4125,TA4033,3023,5551,2015-06-01 04:25:00,2015-06-01 22:17:00,95,3771
4126,TA4243,8690,357,2015-06-01 06:21:00,2015-06-01 13:19:00,95,3766
4127,TA4799,11939,7377,2015-06-01 07:49:00,2015-06-02 03:18:00,95,3773
4128,TA4823,9194,8208,2015-06-01 12:15:00,2015-06-01 16:50:00,95,3778
4129,TA5079,9511,2993,2015-06-01 12:00:00,2015-06-02 02:21:00,95,3778
4130,TA5091,10546,3676,2015-06-01 13:37:00,2015-06-01 23:24:00,95,3775
4131,TA5377,1288,7809,2015-06-01 22:20:00,2015-06-02 09:34:00,95,3758
4132,TA5709,4201,3842,2015-06-01 05:31:00,2015-06-01 08:23:00,95,3772
4133,TA6155,3903,5724,2015-06-01 17:47:00,2015-06-01 21:35:00,95,3776
4134,TA6853,8440,11270,2015-06-01 18:33:00,2015-06-02 06:35:00,95,3774
4135,TA7015,11106,1668,2015-06-01 10:51:00,2015-06-01 13:17:00,95,3767
4136,TA7042,8690,3446,2015-06-01 20:18:00,2015-06-02 08:34:00,95,3771
4137,TA7046,6515,553,2015-06-01 20:25:00,2015-06-02 07:23:00,95,3764
4138,TA7354,13420,12979,2015-06-01 23:22:00,2015-06-02 07:42:00,95,3776
4139,TA7838,11588,7005,2015-06-01 06:55:00,2015-06-01 12:10:00,95,3760
4140,TA8345,8723,12232,2015-06-01 21:24:00,2015-06-02 19:10:00,95,3769
4141,TA8542,6597,6355,2015-06-01 14:04:00,2015-06-02 02:17:00,95,3777
4142,TA8572,436,13221,2015-06-01 03:03:00,2015-06-01 18:12:00,95,3777
4143,TA8662,8472,2521,2015-06-01 02:00:00,2015-06-01 19:44:00,95,3775
4144,TA8715,6107,11510,2015-06-01 00:31:00,2015-06-01 04:08:00,95,3775
4145,TA8728,12609,2378,2015-06-01 07:02:00,2015-06-01 08:01:00,95,3756
4146,TA8816,7827,6377,2015-06-01 12:38:00,2015-06-01 18:34:00,95,3772
4147,TA8962,2271,2710,2015-06-01 01:47:00,2015-06-01 14:38:00,95,3779
4148,TA9234,7275,11599,2015-06-01 23:24:00,2015-06-02 10:53:00,95,3764
4149,TA9299,3529,4256,2015-06-01 12:16:00,2015-06-01 23:17:00,95,3771
4150,TA9362,1036,8893,2015-06-01 22:28:00,2015-06-02 02:21:00,95,3777
4151,TA9378,5449,1154,2015-06-01 06:13:00,2015-06-01 21:19:00,95,3768
4152,TA9834,2497,8149,2015-06-01 13:30:00,2015-06-01 14:18:00,95,3771
4153,TH1018,10556,80,2015-06-01 21:13:00,2015-06-02 17:15:00,96,2651
4154,TH1054,3292,7218,2015-06-01 19:03:00,2015-06-01 23:58:00,96,2647
4155,TH1112,334,9506,2015-06-01 11:36:00,2015-06-01 16:41:00,96,2649
4156,TH1360,1700,1353,2015-06-01 16:42:00,2015-06-01 19:52:00,96,2661
4157,TH1462,2525,6894,2015-06-01 16:07:00,2015-06-01 20:35:00,96,2662
4158,TH1621,1091,2619,2015-06-01 02:02:00,2015-06-01 13:43:00,96,2670
4159,TH1768,7788,3074,2015-06-01 10:00:00,2015-06-01 19:29:00,96,2656
4160,TH1954,8440,6755,2015-06-01 22:33:00,2015-06-01 23:51:00,96,2653
4161,TH1991,1582,10450,2015-06-01 14:29:00,2015-06-01 15:53:00,96,2640
4162,TH2060,5723,11974,2015-06-01 18:59:00,2015-06-02 04:11:00,96,2666
4163,TH2094,413,13587,2015-06-01 21:16:00,2015-06-02 05:20:00,96,2655
4164,TH2125,10413,6863,2015-06-01 17:27:00,2015-06-01 19:49:00,96,2669
4165,TH2325,11360,683,2015-06-01 01:37:00,2015-06-01 13:33:00,96,2670
4166,TH2326,5562,8369,2015-06-01 15:16:00,2015-06-02 03:50:00,96,2654
4167,TH2631,3537,8664,2015-06-01 00:24:00,2015-06-01 10:26:00,96,2653
4168,TH3220,950,10343,2015-06-01 06:16:00,2015-06-02 01:07:00,96,2638
4169,TH3366,10276,3001,2015-06-01 00:04:00,2015-06-01 09:48:00,96,2671
4170,TH3666,11764,10486,2015-06-01 20:36:00,2015-06-02 07:55:00,96,2636
4171,TH3766,7359,5686,2015-06-01 21:22:00,2015-06-02 04:43:00,96,2654
4172,TH3822,12232,296,2015-06-01 02:54:00,2015-06-01 14:47:00,96,2653
4173,TH3876,11067,7771,2015-06-01 12:09:00,2015-06-02 03:37:00,96,2653
4174,TH4007,2903,9384,2015-06-01 06:20:00,2015-06-01 17:53:00,96,2639
4175,TH4225,12696,4849,2015-06-01 23:45:00,2015-06-02 08:16:00,96,2666
4176,TH4618,13274,4190,2015-06-01 05:23:00,2015-06-01 10:44:00,96,2648
4177,TH5337,2115,5734,2015-06-01 22:00:00,2015-06-02 15:31:00,96,2654
4178,TH5714,7607,7070,2015-06-01 19:42:00,2015-06-02 15:54:00,96,2639
4179,TH5835,11909,10446,2015-06-01 01:08:00,2015-06-01 02:01:00,96,2648
4180,TH6795,4885,9823,2015-06-01 06:23:00,2015-06-01 17:14:00,96,2669
4181,TH7542,11095,3028,2015-06-01 22:48:00,2015-06-02 08:59:00,96,2638
4182,TH7654,2804,9053,2015-06-01 15:10:00,2015-06-01 17:53:00,96,2657
4183,TH7797,10000,2946,2015-06-01 11:53:00,2015-06-01 12:51:00,96,2664
4184,TH8045,9506,83,2015-06-01 09:15:00,2015-06-01 16:42:00,96,2648
4185,TH8111,2174,2322,2015-06-01 17:10:00,2015-06-01 17:38:00,96,2655
4186,TH8325,2662,789,2015-06-01 11:14:00,2015-06-01 18:28:00,96,2667
4187,TH9376,10877,4193,2015-06-01 08:27:00,2015-06-01 14:58:00,96,2664
4188,TH9468,7314,6860,2015-06-01 03:45:00,2015-06-02 00:58:00,96,2643
4189,TH9629,5042,10121,2015-06-01 17:05:00,2015-06-02 05:18:00,96,2667
4190,TH9953,7835,2266,2015-06-01 07:13:00,2015-06-01 17:36:00,96,2661
4191,TO1139,9602,8510,2015-06-01 18:22:00,2015-06-02 13:30:00,97,5255
4192,TO1200,10471,150,2015-06-01 03:34:00,2015-06-01 22:10:00,97,5292
4193,TO1363,3507,12437,2015-06-01 05:46:00,2015-06-01 18:52:00,97,5268
4194,TO1460,208,11137,2015-06-01 15:11:00,2015-06-01 17:11:00,97,5241
4195,TO1549,496,13568,2015-06-01 13:28:00,2015-06-02 04:29:00,97,5239
4196,TO1911,9033,7121,2015-06-01 09:36:00,2015-06-01 18:16:00,97,5269
4197,TO1937,7317,3006,2015-06-01 02:20:00,2015-06-01 17:31:00,97,5287
4198,TO2072,1632,1406,2015-06-01 00:27:00,2015-06-01 16:11:00,97,5290
4199,TO2260,10243,10698,2015-06-01 15:38:00,2015-06-02 12:25:00,97,5288
4200,TO2549,4407,7906,2015-06-01 02:32:00,2015-06-01 04:43:00,97,5239
4201,TO2590,4480,10581,2015-06-01 16:22:00,2015-06-01 19:49:00,97,5289
4202,TO2617,11986,4162,2015-06-01 20:27:00,2015-06-02 07:20:00,97,5288
4203,TO2799,4147,8588,2015-06-01 12:57:00,2015-06-02 04:29:00,97,5286
4204,TO2838,10141,13467,2015-06-01 11:22:00,2015-06-01 20:27:00,97,5274
4205,TO3120,9036,629,2015-06-01 00:00:00,2015-06-01 04:20:00,97,5260
4206,TO3564,9568,12261,2015-06-01 13:31:00,2015-06-02 02:22:00,97,5249
4207,TO4139,7450,6409,2015-06-01 04:42:00,2015-06-01 11:10:00,97,5254
4208,TO4277,3156,7754,2015-06-01 01:11:00,2015-06-01 18:48:00,97,5276
4209,TO4288,55,7326,2015-06-01 05:04:00,2015-06-01 21:14:00,97,5274
4210,TO4344,12690,4322,2015-06-01 03:06:00,2015-06-01 14:48:00,97,5249
4211,TO4510,3027,4719,2015-06-01 18:21:00,2015-06-01 23:38:00,97,5270
4212,TO5707,10858,6732,2015-06-01 22:10:00,2015-06-02 16:53:00,97,5272
4213,TO5712,3569,6903,2015-06-01 14:39:00,2015-06-02 02:33:00,97,5265
4214,TO6002,4755,179,2015-06-01 13:24:00,2015-06-02 11:03:00,97,5258
4215,TO6525,11883,11521,2015-06-01 02:35:00,2015-06-02 00:07:00,97,5276
4216,TO6664,12406,7552,2015-06-01 05:27:00,2015-06-01 16:34:00,97,5253
4217,TO6917,4406,3083,2015-06-01 14:41:00,2015-06-01 17:29:00,97,5264
4218,TO6973,156,7342,2015-06-01 14:24:00,2015-06-01 21:18:00,97,5261
4219,TO7190,5948,1434,2015-06-01 22:41:00,2015-06-02 00:54:00,97,5240
4220,TO7393,10089,5629,2015-06-01 13:44:00,2015-06-01 20:09:00,97,5261
4221,TO7508,5423,7699,2015-06-01 03:38:00,2015-06-01 06:14:00,97,5239
4222,TO7682,7418,9740,2015-06-01 11:44:00,2015-06-02 06:55:00,97,5292
4223,TO7722,10007,5043,2015-06-01 04:35:00,2015-06-01 09:45:00,97,5257
4224,TO7881,47,7304,2015-06-01 10:23:00,2015-06-01 20:23:00,97,5248
4225,TO7933,7344,4000,2015-06-01 09:25:00,2015-06-01 16:38:00,97,5293
4226,TO8091,12959,9692,2015-06-01 02:22:00,2015-06-01 22:23:00,97,5250
4227,TO8115,12831,1267,2015-06-01 05:18:00,2015-06-01 11:48:00,97,5264
4228,TO8645,8721,10932,2015-06-01 22:03:00,2015-06-02 06:04:00,97,5272
4229,TO8771,9820,3864,2015-06-01 07:14:00,2015-06-02 01:32:00,97,5263
4230,TO8773,10038,9525,2015-06-01 03:19:00,2015-06-01 18:29:00,97,5282
4231,TO9313,8052,8932,2015-06-01 07:52:00,2015-06-01 15:22:00,97,5262
4232,TO9697,3791,12730,2015-06-01 11:32:00,2015-06-02 02:47:00,97,5260
4233,TO9949,2484,1369,2015-06-01 00:14:00,2015-06-01 09:43:00,97,5254
4234,TR1058,1587,6206,2015-06-01 23:55:00,2015-06-02 04:14:00,98,4021
4235,TR1305,4418,10478,2015-06-01 06:19:00,2015-06-02 03:44:00,98,4022
4236,TR1323,10544,10387,2015-06-01 01:30:00,2015-06-01 13:59:00,98,4018
4237,TR1387,4443,1024,2015-06-01 23:12:00,2015-06-02 04:25:00,98,4020
4238,TR1398,6764,12640,2015-06-01 21:24:00,2015-06-02 10:05:00,98,4020
4239,TR2365,5887,9672,2015-06-01 21:18:00,2015-06-02 12:35:00,98,4018
4240,TR3302,7804,2915,2015-06-01 15:23:00,2015-06-02 08:22:00,98,4016
4241,TR3542,2458,4007,2015-06-01 09:15:00,2015-06-01 20:12:00,98,4016
4242,TR3597,9448,2782,2015-06-01 23:31:00,2015-06-02 02:25:00,98,4016
4243,TR3758,11311,12741,2015-06-01 08:14:00,2015-06-01 10:36:00,98,4020
4244,TR3762,12647,8825,2015-06-01 21:14:00,2015-06-02 00:49:00,98,4022
4245,TR3871,12667,4614,2015-06-01 18:13:00,2015-06-02 03:03:00,98,4016
4246,TR3884,10698,8034,2015-06-01 15:51:00,2015-06-01 18:06:00,98,4019
4247,TR4045,13129,2370,2015-06-01 10:12:00,2015-06-01 12:50:00,98,4017
4248,TR4295,331,7810,2015-06-01 12:24:00,2015-06-02 03:08:00,98,4016
4249,TR4484,3390,8103,2015-06-01 16:09:00,2015-06-01 16:35:00,98,4022
4250,TR4528,5009,12141,2015-06-01 03:49:00,2015-06-01 05:46:00,98,4018
4251,TR4731,3448,6710,2015-06-01 22:08:00,2015-06-02 15:43:00,98,4020
4252,TR4748,3622,3143,2015-06-01 01:29:00,2015-06-01 13:18:00,98,4016
4253,TR5053,1864,10081,2015-06-01 13:28:00,2015-06-01 22:30:00,98,4017
4254,TR5117,7437,6476,2015-06-01 19:59:00,2015-06-02 00:04:00,98,4019
4255,TR5352,10982,11215,2015-06-01 01:02:00,2015-06-01 14:14:00,98,4018
4256,TR5368,6966,9019,2015-06-01 04:05:00,2015-06-01 18:03:00,98,4017
4257,TR5490,11988,959,2015-06-01 11:34:00,2015-06-01 12:45:00,98,4017
4258,TR5772,7217,6225,2015-06-01 19:02:00,2015-06-01 22:20:00,98,4017
4259,TR5775,8108,5642,2015-06-01 01:30:00,2015-06-01 19:25:00,98,4019
4260,TR6023,5378,5436,2015-06-01 23:09:00,2015-06-01 23:56:00,98,4020
4261,TR6482,9882,2114,2015-06-01 18:31:00,2015-06-02 06:42:00,98,4017
4262,TR7790,8316,3271,2015-06-01 17:04:00,2015-06-01 18:39:00,98,4016
4263,TR8623,12831,7596,2015-06-01 01:13:00,2015-06-01 16:39:00,98,4018
4264,TR8768,7007,2617,2015-06-01 19:31:00,2015-06-02 02:13:00,98,4019
4265,TR8896,11934,10746,2015-06-01 19:08:00,2015-06-01 23:48:00,98,4020
4266,TR8911,5964,790,2015-06-01 15:40:00,2015-06-02 04:37:00,98,4022
4267,TR9554,11081,8836,2015-06-01 12:57:00,2015-06-02 09:35:00,98,4016
4268,TR9702,9045,3459,2015-06-01 04:19:00,2015-06-01 11:16:00,98,4019
4269,TR9974,6333,8134,2015-06-01 13:52:00,2015-06-01 19:27:00,98,4019
4270,TU1046,11814,9325,2015-06-01 17:46:00,2015-06-02 10:48:00,99,3635
4271,TU1118,5807,6548,2015-06-01 16:12:00,2015-06-02 03:15:00,99,3597
4272,TU1380,12032,7350,2015-06-01 23:30:00,2015-06-02 00:10:00,99,3610
4273,TU1394,6066,5811,2015-06-01 07:38:00,2015-06-01 21:44:00,99,3650
4274,TU1484,5689,3179,2015-06-01 07:31:00,2015-06-01 08:29:00,99,3638
4275,TU1502,13204,10752,2015-06-01 17:35:00,2015-06-01 22:27:00,99,3601
4276,TU1550,10613,11803,2015-06-01 19:52:00,2015-06-02 15:51:00,99,3624
4277,TU1552,9340,11584,2015-06-01 04:56:00,2015-06-01 19:17:00,99,3623
4278,TU1597,612,5308,2015-06-01 10:46:00,2015-06-01 23:40:00,99,3644
4279,TU1720,2144,3259,2015-06-01 22:22:00,2015-06-01 22:57:00,99,3613
4280,TU1955,6128,12632,2015-06-01 14:04:00,2015-06-02 05:46:00,99,3649
4281,TU2276,939,10955,2015-06-01 13:12:00,2015-06-01 13:54:00,99,3598
4282,TU2316,6470,12043,2015-06-01 02:20:00,2015-06-01 09:59:00,99,3621
4283,TU2323,12995,4030,2015-06-01 11:16:00,2015-06-01 20:31:00,99,3639
4284,TU2340,304,1977,2015-06-01 10:39:00,2015-06-01 11:31:00,99,3615
4285,TU2789,353,4231,2015-06-01 05:55:00,2015-06-01 06:40:00,99,3626
4286,TU2809,9072,13412,2015-06-01 03:31:00,2015-06-01 17:01:00,99,3627
4287,TU2903,9056,7212,2015-06-01 01:24:00,2015-06-01 10:35:00,99,3631
4288,TU3347,5744,2123,2015-06-01 21:12:00,2015-06-02 07:08:00,99,3636
4289,TU3434,1648,7688,2015-06-01 02:35:00,2015-06-01 18:09:00,99,3649
4290,TU4193,2321,485,2015-06-01 00:22:00,2015-06-01 11:39:00,99,3606
4291,TU4531,8574,9672,2015-06-01 00:04:00,2015-06-01 03:59:00,99,3595
4292,TU4730,10840,1549,2015-06-01 23:59:00,2015-06-02 01:17:00,99,3630
4293,TU4765,3422,6468,2015-06-01 02:08:00,2015-06-01 23:19:00,99,3605
4294,TU4859,2933,9516,2015-06-01 09:52:00,2015-06-02 05:58:00,99,3610
4295,TU4882,4400,9463,2015-06-01 23:04:00,2015-06-02 00:52:00,99,3628
4296,TU5006,1374,536,2015-06-01 17:44:00,2015-06-02 02:38:00,99,3602
4297,TU5007,13295,6864,2015-06-01 01:09:00,2015-06-01 14:01:00,99,3607
4298,TU5012,3643,4163,2015-06-01 19:25:00,2015-06-02 07:26:00,99,3640
4299,TU5089,649,5703,2015-06-01 02:01:00,2015-06-01 15:31:00,99,3607
4300,TU5175,2981,3611,2015-06-01 10:36:00,2015-06-02 01:43:00,99,3611
4301,TU5323,4239,2090,2015-06-01 12:04:00,2015-06-02 02:35:00,99,3637
4302,TU5447,4833,4810,2015-06-01 04:22:00,2015-06-01 06:04:00,99,3599
4303,TU5455,5854,415,2015-06-01 09:15:00,2015-06-02 03:03:00,99,3638
4304,TU5456,5681,8723,2015-06-01 14:39:00,2015-06-01 19:28:00,99,3610
4305,TU5667,1979,396,2015-06-01 06:38:00,2015-06-01 19:13:00,99,3621
4306,TU5685,7281,10957,2015-06-01 20:03:00,2015-06-02 08:19:00,99,3612
4307,TU5904,10846,5971,2015-06-01 15:35:00,2015-06-02 13:23:00,99,3602
4308,TU6207,11358,8547,2015-06-01 00:02:00,2015-06-01 10:21:00,99,3628
4309,TU6283,10218,1759,2015-06-01 04:08:00,2015-06-01 08:55:00,99,3636
4310,TU6722,13390,6658,2015-06-01 18:41:00,2015-06-02 03:48:00,99,3614
4311,TU6814,5874,4414,2015-06-01 14:58:00,2015-06-02 03:08:00,99,3600
4312,TU6817,12715,5532,2015-06-01 16:24:00,2015-06-02 08:46:00,99,3650
4313,TU6820,6058,2806,2015-06-01 18:13:00,2015-06-02 12:06:00,99,3600
4314,TU7208,5112,844,2015-06-01 11:03:00,2015-06-01 23:55:00,99,3626
4315,TU7887,4594,8486,2015-06-01 01:30:00,2015-06-01 02:27:00,99,3621
4316,TU7897,12232,12416,2015-06-01 14:27:00,2015-06-01 19:13:00,99,3648
4317,TU8603,7556,11705,2015-06-01 07:10:00,2015-06-01 09:47:00,99,3615
4318,TU8784,4977,9181,2015-06-01 23:19:00,2015-06-02 14:32:00,99,3632
4319,TU9042,732,9600,2015-06-01 20:34:00,2015-06-02 10:24:00,99,3623
4320,TU9052,8541,9221,2015-06-01 00:11:00,2015-06-01 13:17:00,99,3635
4321,TU9140,8489,13318,2015-06-01 02:55:00,2015-06-01 09:19:00,99,3638
4322,TU9239,7446,5706,2015-06-01 06:19:00,2015-06-01 21:47:00,99,3601
4323,TU9483,1303,12741,2015-06-01 15:33:00,2015-06-02 02:41:00,99,3633
4324,TU9679,4712,1975,2015-06-01 15:21:00,2015-06-01 17:58:00,99,3651
4325,TU9785,2395,6256,2015-06-01 20:36:00,2015-06-02 15:29:00,99,3595
4326,TU9821,2046,1243,2015-06-01 21:25:00,2015-06-02 15:48:00,99,3601
4327,UG1112,6221,4561,2015-06-01 07:35:00,2015-06-01 15:23:00,100,1951
4328,UG1223,12223,6867,2015-06-01 15:13:00,2015-06-01 23:11:00,100,1966
4329,UG1235,8986,1701,2015-06-01 04:33:00,2015-06-01 23:58:00,100,1944
4330,UG1318,12868,8914,2015-06-01 01:06:00,2015-06-01 14:17:00,100,1955
4331,UG1341,13399,8329,2015-06-01 13:46:00,2015-06-02 08:23:00,100,1988
4332,UG1440,11609,11010,2015-06-01 16:04:00,2015-06-02 02:01:00,100,1977
4333,UG1501,7911,1626,2015-06-01 17:26:00,2015-06-02 03:15:00,100,1971
4334,UG1539,10311,11526,2015-06-01 10:19:00,2015-06-01 18:27:00,100,1970
4335,UG1668,7649,4805,2015-06-01 21:37:00,2015-06-02 10:22:00,100,1946
4336,UG1809,6572,11530,2015-06-01 19:13:00,2015-06-02 14:25:00,100,1975
4337,UG1817,12226,12596,2015-06-01 20:09:00,2015-06-02 03:31:00,100,1954
4338,UG1926,4530,4691,2015-06-01 23:41:00,2015-06-02 12:16:00,100,1982
4339,UG1982,9183,4736,2015-06-01 13:35:00,2015-06-02 07:15:00,100,1960
4340,UG1993,8665,4138,2015-06-01 04:54:00,2015-06-01 14:34:00,100,1952
4341,UG2075,10391,12107,2015-06-01 18:43:00,2015-06-02 00:36:00,100,1974
4342,UG2375,10350,11273,2015-06-01 03:14:00,2015-06-01 07:24:00,100,1971
4343,UG2889,7767,9517,2015-06-01 18:46:00,2015-06-01 21:57:00,100,1951
4344,UG2983,1168,2398,2015-06-01 21:27:00,2015-06-02 09:24:00,100,1981
4345,UG3191,13184,9773,2015-06-01 01:26:00,2015-06-01 03:54:00,100,1952
4346,UG3354,3365,8561,2015-06-01 01:28:00,2015-06-01 04:50:00,100,1972
4347,UG3481,456,5360,2015-06-01 16:34:00,2015-06-02 00:35:00,100,1953
4348,UG3532,5984,5568,2015-06-01 12:31:00,2015-06-01 16:18:00,100,1962
4349,UG3561,963,3728,2015-06-01 21:16:00,2015-06-02 00:47:00,100,1984
4350,UG3618,8462,11880,2015-06-01 21:00:00,2015-06-02 10:26:00,100,1942
4351,UG3707,8961,8218,2015-06-01 19:21:00,2015-06-02 10:47:00,100,1948
4352,UG3769,8079,6120,2015-06-01 21:28:00,2015-06-02 08:30:00,100,1965
4353,UG4257,8752,7196,2015-06-01 02:42:00,2015-06-01 12:08:00,100,1970
4354,UG4266,3173,10888,2015-06-01 10:47:00,2015-06-02 00:30:00,100,1955
4355,UG4277,3102,6757,2015-06-01 04:47:00,2015-06-01 08:29:00,100,1958
4356,UG4340,8189,1571,2015-06-01 10:10:00,2015-06-01 14:45:00,100,1964
4357,UG4366,1031,6347,2015-06-01 11:04:00,2015-06-02 04:13:00,100,1967
4358,UG4504,2676,10655,2015-06-01 13:11:00,2015-06-01 20:51:00,100,1945
4359,UG4630,5266,10434,2015-06-01 13:45:00,2015-06-02 03:11:00,100,1980
4360,UG4924,5909,7190,2015-06-01 06:44:00,2015-06-01 16:51:00,100,1958
4361,UG5106,9859,9193,2015-06-01 00:13:00,2015-06-01 13:58:00,100,1974
4362,UG5231,2686,209,2015-06-01 01:41:00,2015-06-01 18:15:00,100,1985
4363,UG5233,7869,11530,2015-06-01 19:20:00,2015-06-02 08:23:00,100,1952
4364,UG6688,4079,11940,2015-06-01 16:34:00,2015-06-02 06:45:00,100,1977
4365,UG6692,471,11393,2015-06-01 16:25:00,2015-06-02 05:36:00,100,1971
4366,UG6856,9373,8685,2015-06-01 16:31:00,2015-06-02 08:29:00,100,1944
4367,UG6987,9218,3551,2015-06-01 22:46:00,2015-06-02 02:13:00,100,1965
4368,UG7248,9252,12404,2015-06-01 15:36:00,2015-06-01 15:56:00,100,1952
4369,UG7951,13412,617,2015-06-01 22:01:00,2015-06-02 04:56:00,100,1951
4370,UG8138,10479,6808,2015-06-01 05:10:00,2015-06-01 22:39:00,100,1977
