flightno,from,to,departure,arrival,airline_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday
RW8460,7168,5867,22:23:00,08:47:00,83,0,1,0,0,0,0,1
RW8471,5033,5945,16:39:00,07:49:00,83,0,0,1,0,1,1,0
RW8564,2506,11871,12:43:00,03:12:00,83,1,1,1,1,1,1,1
RW8766,9331,2319,12:04:00,23:18:00,83,1,0,1,1,1,1,0
RW8821,7385,10617,21:33:00,17:56:00,83,1,1,1,1,0,1,0
RW8885,4383,8704,19:19:00,09:30:00,83,0,1,0,0,0,1,1
RW9053,3276,8587,11:21:00,23:34:00,83,1,0,0,1,0,0,1
RW9269,7892,6152,02:26:00,20:22:00,83,1,0,0,0,1,0,0
RW9426,10872,9004,19:14:00,05:20:00,83,1,1,1,1,1,0,1
RW9551,5685,6816,10:35:00,11:38:00,83,0,1,1,0,0,0,1
RW9763,3298,11870,21:25:00,09:05:00,83,1,0,1,1,0,1,1
RW9764,5009,6468,22:50:00,00:04:00,83,1,0,0,0,0,1,0
RW9791,5555,4766,01:58:00,14:48:00,83,1,1,0,1,1,1,1
RW9843,8681,4726,13:33:00,15:10:00,83,1,1,1,1,1,0,1
RW9946,1529,5782,07:24:00,13:18:00,83,1,0,1,1,0,1,0
SA1002,2391,11041,17:59:00,07:50:00,84,1,0,0,1,1,0,1
SA1010,1342,10429,06:44:00,09:35:00,84,0,0,0,1,1,0,1
SA1069,2818,6272,16:17:00,08:52:00,84,1,0,1,1,0,0,0
SA1082,9913,11673,00:27:00,02:14:00,84,1,1,1,0,1,0,0
SA1253,3287,518,02:33:00,14:52:00,84,0,1,1,0,0,0,1
SA1559,12973,9490,22:38:00,00:45:00,84,1,1,1,0,1,0,1
SA1724,9288,1117,20:38:00,07:50:00,84,1,0,1,0,0,0,1
SA1830,1406,10297,16:48:00,07:49:00,84,0,1,0,0,1,1,1
SA1946,9473,12570,13:34:00,02:58:00,84,1,1,1,1,1,0,1
SA1951,8154,5416,13:11:00,04:14:00,84,1,0,1,0,0,0,1
SA2092,5974,3779,01:39:00,20:35:00,84,1,1,0,0,1,1,0
SA2250,3220,3643,07:33:00,21:23:00,84,0,0,1,1,1,0,0
SA2338,7958,9874,02:45:00,05:32:00,84,0,0,1,1,1,0,1
SA2531,10054,12092,12:35:00,22:39:00,84,0,1,1,1,1,0,0
SA2571,8487,12157,22:28:00,11:14:00,84,1,0,1,1,1,0,1
SA2572,10838,9222,12:40:00,00:16:00,84,0,0,0,1,1,0,0
SA2682,2189,7076,23:20:00,19:16:00,84,0,1,1,0,1,0,0
SA2735,578,5456,22:10:00,11:02:00,84,0,1,0,1,0,1,1
SA3105,9709,3483,20:40:00,03:37:00,84,1,1,0,1,1,0,0
SA3250,11014,840,11:09:00,05:44:00,84,0,1,1,0,1,0,1
SA3706,6986,4173,14:25:00,08:30:00,84,0,0,0,0,0,0,1
SA3746,2924,42,04:57:00,00:07:00,84,1,1,0,0,1,0,0
SA3766,12114,13159,04:22:00,01:35:00,84,1,0,0,1,0,1,1
SA4141,8862,5885,13:07:00,21:19:00,84,0,1,0,0,0,0,1
SA4239,8240,10033,00:56:00,11:43:00,84,1,1,0,1,0,0,0
SA4386,4640,3294,06:16:00,15:16:00,84,0,0,1,0,0,1,1
SA4579,6816,5510,09:17:00,18:24:00,84,1,0,0,1,0,0,1
SA4608,6727,9107,20:02:00,03:19:00,84,1,0,0,0,0,0,0
SA4631,4267,8034,00:08:00,07:28:00,84,1,0,0,0,1,1,0
SA4700,1492,13241,03:31:00,06:19:00,84,1,0,0,0,1,1,1
SA4873,11783,6671,17:23:00,02:00:00,84,0,0,1,0,0,0,1
SA4986,11099,8695,21:56:00,14:47:00,84,0,1,0,0,0,0,0
SA5079,5945,10016,15:22:00,03:00:00,84,0,0,1,0,0,0,0
SA5123,2830,5850,16:19:00,08:22:00,84,0,1,1,1,0,0,1
SA5259,4094,8629,10:19:00,12:37:00,84,1,0,0,0,1,1,0
SA5290,3657,5590,02:03:00,17:10:00,84,0,1,1,0,0,0,1
SA5457,7518,4803,17:11:00,01:07:00,84,1,1,0,0,0,1,1
SA5647,4469,4854,09:10:00,13:45:00,84,1,0,0,0,0,1,0
SA6015,12794,3702,21:22:00,17:05:00,84,0,0,1,0,1,0,1
SA6244,10276,9538,04:09:00,13:15:00,84,0,0,1,0,1,0,0
SA6389,7792,9046,21:23:00,12:08:00,84,1,1,0,0,0,1,1
SA6469,12079,8168,04:28:00,08:24:00,84,1,0,0,1,0,1,0
SA6555,8854,13555,06:12:00,23:58:00,84,0,0,1,0,0,1,1
SA6626,5561,11963,01:30:00,14:53:00,84,1,0,1,1,1,1,0
SA6784,3722,12484,18:08:00,08:10:00,84,0,0,1,1,1,1,0
SA6825,1844,8659,11:47:00,00:36:00,84,1,1,0,0,1,1,0
SA6927,1143,8364,22:05:00,00:10:00,84,0,0,1,0,1,0,1
SA6942,3998,1850,05:02:00,21:11:00,84,0,1,0,1,0,1,0
SA6947,11675,1534,03:30:00,05:53:00,84,0,1,0,0,0,1,1
SA7244,2579,11345,11:57:00,21:14:00,84,0,0,0,0,1,0,1
SA7369,399,7696,07:00:00,00:24:00,84,0,1,0,0,1,1,1
SA7395,2487,7244,11:39:00,21:55:00,84,0,1,0,0,0,0,1
SA7709,12863,6824,11:42:00,13:01:00,84,1,0,1,1,1,1,1
SA7963,5874,4353,02:34:00,09:29:00,84,1,1,1,0,0,1,0
SA8049,3438,7884,22:59:00,00:20:00,84,0,0,0,1,0,1,1
SA8084,5722,8498,11:23:00,05:01:00,84,0,1,1,1,1,1,0
SA8177,12141,7106,09:18:00,11:35:00,84,0,0,1,0,1,1,1
SA8415,5440,1061,11:51:00,18:45:00,84,0,1,0,0,0,1,0
SA8474,10053,6415,18:19:00,23:22:00,84,1,1,1,1,1,1,0
SA8495,718,7357,11:23:00,23:28:00,84,0,1,0,1,1,1,0
SA8591,12307,9132,04:26:00,21:01:00,84,1,0,0,1,1,1,1
SA8595,7711,5779,16:02:00,18:32:00,84,0,1,1,1,1,0,0
SA8748,12754,6405,21:44:00,11:18:00,84,0,0,0,1,1,1,1
SA8825,10433,13153,13:17:00,22:12:00,84,1,0,1,0,1,1,1
SA8844,3466,9991,08:39:00,18:36:00,84,1,0,0,0,1,1,1
SA8852,7579,8875,12:12:00,13:39:00,84,1,0,0,1,1,0,1
SA8857,9256,726,06:39:00,01:30:00,84,1,1,1,0,0,1,1
SA9105,10481,6711,16:36:00,12:21:00,84,1,0,0,1,1,1,1
SA9134,8543,6812,17:58:00,23:39:00,84,0,0,0,0,0,0,1
SA9198,6960,5780,03:53:00,06:16:00,84,0,1,1,0,0,1,1
SA9273,7244,12609,08:17:00,18:57:00,84,0,0,1,0,0,0,1
SA9750,12731,1572,23:28:00,11:20:00,84,0,1,0,1,0,1,0
SE1007,8546,12023,05:54:00,08:18:00,85,0,1,0,1,1,0,0
SE1013,4018,2900,20:27:00,00:30:00,85,0,1,1,0,1,1,1
SE1109,1876,5804,10:34:00,13:17:00,85,1,0,0,0,1,0,0
SE1124,1915,10195,16:14:00,05:58:00,85,1,1,0,1,0,1,1
SE1211,3165,4606,06:56:00,10:38:00,85,0,1,0,1,1,0,0
SE1548,3798,10635,17:12:00,21:31:00,85,1,1,1,1,1,1,0
SE1587,7849,170,20:05:00,22:32:00,85,0,1,0,1,1,1,0
SE1626,13324,11834,00:01:00,01:50:00,85,0,1,0,0,0,0,1
SE1681,2291,6966,10:31:00,03:14:00,85,0,0,0,1,1,0,1
SE1872,9548,5255,13:29:00,06:54:00,85,1,1,1,0,1,0,1
SE1891,7072,3646,08:04:00,03:11:00,85,0,1,1,1,0,0,0
SE1928,4164,342,00:00:00,10:24:00,85,0,1,0,1,0,0,0
SE2030,11273,3923,20:27:00,20:52:00,85,0,0,1,1,0,1,1
SE2081,1700,2936,08:23:00,17:04:00,85,1,0,0,1,0,0,1
SE2117,50,12891,01:03:00,20:09:00,85,0,1,0,0,1,0,0
SE2183,5741,9044,17:10:00,03:55:00,85,0,0,0,0,1,1,1
SE2233,9273,10627,16:06:00,19:31:00,85,1,1,1,1,1,1,0
SE2250,12411,268,17:36:00,20:40:00,85,0,0,1,1,0,0,1
SE2399,6263,3545,11:37:00,01:04:00,85,1,1,1,1,1,0,0
SE2742,11106,8109,17:37:00,20:09:00,85,1,1,0,0,0,0,1
SE2863,2252,11148,04:39:00,05:57:00,85,1,1,1,1,1,1,0
SE3099,6203,4488,23:54:00,01:29:00,85,0,1,1,1,0,1,0
SE3338,12880,475,11:25:00,23:56:00,85,1,0,0,1,0,0,1
SE3371,12479,7529,14:52:00,01:34:00,85,1,0,0,1,0,0,1
SE3435,6331,12167,01:20:00,13:57:00,85,1,0,1,0,1,1,0
SE3453,11370,7044,05:26:00,21:12:00,85,1,1,0,0,1,1,1
SE3714,4477,10025,17:05:00,06:36:00,85,0,0,1,1,0,0,0
SE4133,8749,8885,06:54:00,15:18:00,85,0,0,1,0,0,0,0
SE4262,8332,2439,17:30:00,13:33:00,85,1,1,1,0,1,0,1
SE4326,2171,2614,05:36:00,16:55:00,85,1,1,0,0,1,1,0
SE4471,1222,368,20:08:00,23:05:00,85,0,0,0,0,1,1,1
SE4793,7830,5866,12:52:00,14:27:00,85,1,0,0,0,0,1,0
SE4798,12889,9006,09:37:00,17:39:00,85,0,1,0,0,1,1,1
SE5021,10270,12167,00:21:00,15:11:00,85,1,1,0,1,1,0,1
SE5025,12596,7860,11:19:00,12:26:00,85,0,0,0,0,1,0,0
SE5166,239,3896,10:40:00,23:58:00,85,0,1,0,1,1,1,1
SE5556,4265,3848,22:24:00,15:25:00,85,1,1,1,1,0,1,0
SE6092,753,9159,15:04:00,01:19:00,85,1,0,0,1,0,1,0
SE6188,12032,2429,08:25:00,19:41:00,85,1,0,0,0,1,1,0
SE6296,4962,9743,11:46:00,03:37:00,85,1,1,1,0,0,1,1
SE6696,1058,12300,18:01:00,00:52:00,85,0,0,1,0,0,1,1
SE6832,6702,8256,22:41:00,03:21:00,85,1,1,0,1,1,1,1
SE6964,3109,9571,17:27:00,23:58:00,85,1,1,0,0,0,0,0
SE7214,1598,5433,01:55:00,10:49:00,85,1,0,0,1,1,1,1
SE7387,169,10704,11:14:00,04:19:00,85,1,0,0,1,1,1,1
SE7541,13489,8377,05:41:00,17:30:00,85,0,0,1,1,1,1,0
SE7578,9844,8939,22:22:00,10:24:00,85,0,0,1,0,0,1,1
SE7627,3630,10338,02:15:00,16:52:00,85,1,0,1,1,1,0,1
SE7629,861,5101,01:47:00,14:29:00,85,0,0,0,0,1,1,1
SE7649,13314,2997,23:27:00,00:17:00,85,0,1,0,0,1,1,0
SE7669,10867,1108,04:09:00,13:19:00,85,0,0,1,0,0,0,1
SE7782,416,11265,13:04:00,00:17:00,85,1,1,0,0,0,0,0
SE7811,9426,4636,18:17:00,04:37:00,85,0,0,0,0,1,1,0
SE7838,8431,10309,00:14:00,03:31:00,85,0,0,1,0,0,0,1
SE8005,7485,13035,04:20:00,13:38:00,85,1,0,0,0,1,1,0
SE8007,11563,8486,14:18:00,15:44:00,85,0,0,1,1,1,0,1
SE8133,1371,757,02:09:00,14:54:00,85,1,0,1,1,0,0,0
SE8226,1023,12618,12:18:00,01:15:00,85,1,0,1,0,0,0,0
SE8402,7323,6539,19:51:00,16:27:00,85,0,0,1,0,1,1,1
SE8461,7592,9500,21:43:00,22:54:00,85,0,1,0,0,1,1,1
SE8487,9726,3577,17:01:00,22:33:00,85,0,1,0,0,0,0,1
SE8774,6236,1132,20:10:00,21:57:00,85,1,0,1,1,0,0,1
SE8969,7314,10616,18:01:00,08:57:00,85,0,0,0,0,1,0,0
SE9002,9988,6635,05:34:00,14:24:00,85,0,1,0,0,0,1,0
SE9011,7486,5258,19:48:00,14:53:00,85,1,0,0,0,0,1,1
SE9199,12484,1315,12:16:00,02:03:00,85,1,1,1,1,1,1,0
SE9209,7895,10937,02:25:00,14:07:00,85,1,1,0,1,1,1,0
SE9279,1364,2864,21:14:00,10:57:00,85,1,1,1,0,0,0,0
SE9481,8562,13428,14:37:00,04:02:00,85,1,0,1,0,1,0,1
SE9624,4486,8875,23:03:00,23:23:00,85,1,0,0,0,1,1,1
SE9693,10756,4000,14:17:00,04:19:00,85,1,1,0,0,0,0,0
SE9752,5031,8208,14:40:00,03:57:00,85,1,0,0,0,0,0,1
SE9782,8890,4052,14:12:00,00:21:00,85,0,0,0,0,0,1,1
SE9793,13302,4346,08:29:00,12:42:00,85,1,1,1,1,1,1,1
SE9865,9136,2884,15:15:00,18:11:00,85,1,1,0,1,0,1,1
SI1053,2313,11618,10:34:00,22:20:00,86,0,0,1,0,0,0,1
SI1161,2485,1120,01:20:00,19:36:00,86,0,0,1,1,1,1,1
SI1162,13427,11058,05:30:00,16:42:00,86,0,1,0,0,0,1,1
SI1283,1187,1716,00:49:00,13:59:00,86,1,1,1,1,1,0,0
SI1302,12204,9704,20:54:00,04:20:00,86,0,1,1,0,1,0,0
SI1415,4769,6251,13:28:00,00:04:00,86,1,1,0,0,0,1,1
SI1486,10935,8288,12:35:00,10:16:00,86,1,0,0,1,0,1,1
SI1530,12915,2137,13:36:00,22:53:00,86,1,0,1,1,1,0,0
SI1699,8928,10722,18:09:00,14:44:00,86,1,0,1,0,0,1,0
SI1709,7420,10583,01:34:00,13:32:00,86,1,0,1,0,0,1,1
SI1715,6261,6006,02:30:00,13:15:00,86,1,0,1,1,1,1,0
SI1720,11555,9411,10:42:00,17:14:00,86,1,0,0,0,1,1,1
SI1727,2618,4192,21:39:00,01:05:00,86,1,1,1,0,1,0,1
SI1796,11644,4835,12:02:00,15:45:00,86,0,0,0,1,0,1,1
SI1826,6312,11134,02:08:00,15:48:00,86,1,0,1,1,1,1,0
SI1836,10345,9751,02:45:00,15:40:00,86,0,1,1,0,1,1,0
SI1851,3616,10661,00:57:00,01:58:00,86,0,0,1,1,1,0,0
SI1877,10796,9077,14:33:00,01:28:00,86,1,1,0,1,0,1,1
SI2029,12935,7868,20:10:00,20:37:00,86,0,1,1,1,0,0,0
SI2744,5477,12070,17:14:00,15:02:00,86,0,1,0,0,1,1,0
SI3283,13509,8385,12:30:00,04:37:00,86,0,0,1,1,0,0,0
SI3347,6243,233,23:26:00,13:03:00,86,1,1,1,0,0,0,1
SI3361,4872,775,01:22:00,08:29:00,86,0,0,0,0,0,1,0
SI3566,11499,3284,22:49:00,06:13:00,86,0,1,0,0,1,1,0
SI3738,7416,12040,05:30:00,20:03:00,86,1,0,0,0,1,0,0
SI4087,456,6667,17:30:00,06:42:00,86,0,1,1,0,0,0,1
SI4318,9732,9313,18:50:00,06:15:00,86,0,1,0,0,1,1,1
SI4530,4155,8436,06:49:00,14:35:00,86,0,0,1,0,0,1,1
SI4545,5519,281,13:45:00,02:07:00,86,1,1,0,1,1,0,0
SI4737,2986,7120,20:28:00,03:43:00,86,0,0,1,1,1,0,1
SI4784,4838,12797,18:19:00,08:05:00,86,1,0,0,0,1,1,0
SI4796,4339,3564,01:24:00,12:24:00,86,1,0,1,0,1,0,0
SI4853,3097,7794,05:05:00,17:47:00,86,0,0,0,1,1,0,0
SI4997,767,12096,19:32:00,10:23:00,86,0,0,1,1,0,0,0
SI5040,4107,10454,19:13:00,04:45:00,86,0,0,0,1,0,0,0
SI5167,450,5107,04:54:00,12:24:00,86,0,1,0,1,1,0,0
SI5437,8522,11126,12:51:00,18:40:00,86,0,1,0,0,1,0,0
SI5464,13357,7040,11:26:00,20:06:00,86,0,0,1,0,1,0,1
SI5557,10616,325,08:26:00,23:14:00,86,1,0,1,1,0,0,1
SI5599,1557,6568,20:09:00,16:02:00,86,1,0,0,1,0,1,0
SI5634,7425,2229,14:14:00,06:51:00,86,0,1,1,1,1,0,1
SI5744,8385,9221,12:22:00,22:23:00,86,0,1,0,0,1,1,0
SI5946,6388,8374,12:23:00,01:49:00,86,0,1,1,0,1,0,0
SI6262,3001,5849,22:18:00,06:54:00,86,0,1,1,1,1,1,0
SI6283,9894,397,05:29:00,19:14:00,86,0,1,1,0,0,0,1
SI6290,12521,8922,04:20:00,00:03:00,86,1,0,1,0,1,0,1
SI6336,9693,11599,03:39:00,17:30:00,86,1,1,0,1,0,1,1
SI6355,5555,9697,00:42:00,01:46:00,86,0,1,1,1,1,0,0
SI6378,8154,8494,08:03:00,11:40:00,86,1,0,0,0,1,1,0
SI6465,1219,11163,18:32:00,16:09:00,86,0,1,1,1,0,0,1
SI6745,12322,1779,14:12:00,03:57:00,86,0,0,0,1,0,0,1
SI6863,13333,451,20:28:00,03:37:00,86,0,1,1,0,1,0,0
SI7097,3795,5511,05:15:00,16:52:00,86,0,0,1,0,0,1,1
SI7109,10647,374,03:27:00,21:44:00,86,0,1,0,0,0,1,1
SI7166,8474,12959,14:17:00,07:35:00,86,0,0,1,0,0,0,1
SI7351,9362,11523,21:03:00,12:45:00,86,1,0,1,1,0,0,1
SI7478,4004,9613,09:10:00,17:16:00,86,1,0,0,0,1,1,1
SI7552,2373,5381,12:26:00,04:00:00,86,1,0,0,1,1,0,1
SI7575,4803,6501,05:52:00,06:46:00,86,0,1,1,1,1,1,0
SI7631,6541,8578,01:40:00,02:20:00,86,1,0,0,0,1,0,0
SI7703,9233,754,15:58:00,06:13:00,86,1,0,0,0,1,1,1
SI7710,3873,2831,11:01:00,07:23:00,86,1,0,0,0,1,0,1
SI7850,3413,1132,06:28:00,13:32:00,86,0,0,0,0,1,0,0
SI7929,844,5583,03:41:00,16:38:00,86,1,1,0,0,1,0,1
SI7973,9226,6027,21:19:00,00:48:00,86,1,0,0,1,0,0,1
SI8244,11029,6797,09:27:00,20:40:00,86,0,1,0,1,0,0,0
SI8280,8904,5252,09:32:00,15:26:00,86,1,1,0,1,0,0,1
SI8403,3395,12488,12:16:00,16:38:00,86,0,0,0,0,1,0,0
SI8498,757,7491,11:15:00,11:47:00,86,0,0,0,0,0,1,0
SI8561,9081,5636,04:32:00,22:54:00,86,0,1,1,0,0,1,0
SI8649,6487,545,19:36:00,11:05:00,86,1,1,1,0,0,1,1
SI8999,665,11413,12:29:00,05:06:00,86,0,0,0,1,0,0,0
SI9168,6246,8210,04:40:00,07:24:00,86,0,1,1,1,1,0,0
SI9175,10705,7792,20:29:00,23:48:00,86,1,0,1,0,0,1,0
SI9215,2729,119,18:08:00,08:30:00,86,0,1,0,0,0,1,0
SI9223,828,12346,19:29:00,13:08:00,86,1,0,1,0,1,0,1
SI9260,9851,8582,13:41:00,06:38:00,86,1,0,0,1,1,0,1
SI9284,10752,3953,19:05:00,03:00:00,86,0,1,1,0,1,1,1
SI9300,1362,2853,22:17:00,09:01:00,86,0,0,0,1,1,0,1
SI9507,3308,10753,13:06:00,08:09:00,86,0,0,0,1,0,0,0
SI9538,12645,6790,21:34:00,10:29:00,86,0,0,1,0,1,0,1
SI9791,3627,252,22:02:00,14:23:00,86,1,0,1,1,0,1,0
SI9797,5447,2539,03:09:00,15:36:00,86,0,1,0,0,0,0,1
SI9849,10252,6053,15:35:00,21:21:00,86,1,1,0,0,0,0,1
SI9992,1015,1849,05:45:00,18:41:00,86,1,0,1,0,0,0,1
SL1034,12923,8861,20:09:00,07:33:00,87,1,1,0,0,0,0,0
SL1056,5894,4076,22:20:00,00:22:00,87,1,0,0,1,0,0,0
SL1084,10288,251,06:32:00,19:12:00,87,0,0,0,1,1,1,1
SL1170,9024,1355,21:29:00,05:39:00,87,1,0,1,1,1,1,1
SL1238,11050,8669,17:49:00,07:06:00,87,1,1,1,1,1,1,0
SL1259,9789,4813,00:19:00,17:26:00,87,1,1,0,1,1,1,0
SL1260,1130,10464,14:32:00,05:32:00,87,1,1,1,0,0,1,1
SL1275,12210,9277,19:02:00,04:39:00,87,0,0,0,1,0,1,0
SL1326,13315,2837,22:43:00,10:02:00,87,1,1,1,1,0,0,0
SL1329,12267,1420,14:08:00,21:19:00,87,0,0,1,0,1,0,0
SL1341,6186,3058,22:10:00,11:39:00,87,0,0,1,0,1,0,1
SL1385,4497,10634,11:50:00,00:44:00,87,0,0,0,1,1,0,0
SL1413,7680,12306,12:27:00,02:54:00,87,0,1,0,0,1,1,1
SL1478,6482,8925,06:05:00,08:16:00,87,0,1,1,1,1,0,0
SL1510,11566,11240,04:11:00,16:11:00,87,0,1,0,0,0,1,0
SL1576,7053,6181,09:15:00,14:52:00,87,1,1,1,1,1,1,1
SL1591,3852,11713,12:09:00,07:44:00,87,0,0,0,1,1,0,0
SL1649,6647,13371,11:06:00,06:24:00,87,0,1,0,0,0,0,0
SL1664,2470,2478,23:03:00,14:36:00,87,1,0,0,0,1,1,1
SL1675,6342,3129,04:28:00,07:28:00,87,0,0,1,0,1,1,0
SL1690,12676,6346,22:44:00,00:57:00,87,1,1,1,0,0,1,0
SL1704,7205,9006,01:28:00,03:04:00,87,0,1,0,1,0,0,0
SL1709,7248,3968,12:32:00,13:33:00,87,1,0,0,0,1,0,1
SL1747,5636,5823,18:49:00,23:49:00,87,1,0,0,0,1,0,0
SL1784,11117,2445,09:42:00,03:42:00,87,0,1,1,1,0,0,0
SL1893,10774,12913,08:02:00,02:26:00,87,0,1,1,0,0,0,1
SL1902,4547,581,12:38:00,23:04:00,87,1,1,0,1,0,0,1
SL2028,4754,7512,05:10:00,19:16:00,87,0,0,1,0,1,0,1
SL2140,749,3521,01:13:00,10:02:00,87,0,1,1,1,1,0,1
SL2266,2872,12442,11:02:00,00:15:00,87,0,0,1,0,0,0,1
SL2273,10767,12093,16:38:00,21:52:00,87,1,1,0,0,1,0,0
SL2399,1387,7085,08:02:00,12:57:00,87,0,0,1,1,0,1,1
SL2671,13414,2308,12:40:00,22:43:00,87,1,0,0,0,0,0,0
SL2790,11264,7599,15:40:00,09:59:00,87,1,1,0,0,0,1,0
SL2814,1624,12032,01:48:00,02:10:00,87,0,0,1,1,0,1,0
SL2831,11969,6185,00:38:00,09:37:00,87,1,1,1,1,0,1,0
SL3204,5950,11311,21:15:00,00:10:00,87,0,1,1,1,0,1,1
SL3246,8303,10930,19:37:00,13:39:00,87,1,0,0,1,1,1,0
SL3373,5059,4821,12:22:00,18:41:00,87,0,1,0,1,0,1,0
SL3592,11550,2433,12:19:00,23:57:00,87,0,1,0,1,1,0,1
SL3645,13219,7889,10:43:00,12:46:00,87,0,1,0,1,1,1,1
SL3783,11166,10542,10:37:00,21:01:00,87,0,0,1,1,0,0,0
SL3829,760,9778,17:04:00,07:30:00,87,1,0,0,1,0,1,1
SL3958,1978,1286,08:06:00,08:41:00,87,0,1,1,0,1,0,0
SL4067,3836,11295,20:29:00,04:32:00,87,0,0,0,1,0,1,1
SL4168,5955,4052,19:29:00,03:00:00,87,0,1,1,0,1,0,1
SL4283,12670,6323,15:08:00,03:30:00,87,0,1,1,0,1,0,1
SL4308,3569,12089,02:33:00,21:56:00,87,0,1,0,0,0,1,1
SL4313,10947,4401,16:39:00,21:13:00,87,0,0,1,0,0,0,1
SL4638,5302,11051,04:21:00,15:22:00,87,0,1,1,1,1,1,0
SL4674,6313,4206,15:07:00,01:37:00,87,1,1,1,0,1,1,0
SL4680,9629,1356,12:24:00,19:41:00,87,1,1,1,1,1,0,0
SL4866,10195,4961,03:33:00,14:10:00,87,0,0,0,1,1,1,1
SL4886,5213,7551,11:42:00,23:32:00,87,1,0,1,1,0,0,1
SL5140,12682,1941,01:17:00,16:04:00,87,0,1,0,1,0,0,0
SL5281,2556,4430,07:26:00,08:59:00,87,1,0,1,1,1,0,0
SL5300,10457,8436,06:42:00,03:46:00,87,0,1,0,1,0,1,0
SL5558,184,1950,07:34:00,18:59:00,87,1,1,0,1,0,1,0
SL5666,10367,969,19:56:00,20:16:00,87,0,0,1,0,1,1,0
SL5738,10507,1523,20:44:00,06:28:00,87,1,1,0,1,1,0,0
SL5771,5966,8775,11:29:00,17:30:00,87,0,1,0,1,0,0,1
SL5789,10721,2842,21:26:00,16:53:00,87,1,0,0,0,1,1,1
SL5832,11790,5571,10:15:00,14:25:00,87,1,1,1,1,1,0,0
SL6145,8581,6764,13:24:00,13:58:00,87,0,0,0,1,1,1,0
SL6393,11610,12713,04:16:00,19:01:00,87,0,0,0,0,1,1,1
SL6405,6597,10619,21:49:00,08:45:00,87,0,1,1,0,1,0,0
SL6655,5226,11604,13:33:00,22:36:00,87,0,1,0,0,1,0,0
SL6677,7053,9463,09:38:00,19:13:00,87,1,1,1,0,1,1,1
SL6726,4173,5376,20:43:00,12:06:00,87,1,0,1,0,0,0,1
SL7117,11275,10763,08:46:00,22:48:00,87,0,1,0,0,1,1,1
SL7296,49,9878,17:24:00,12:16:00,87,1,0,0,1,1,1,1
SL7436,5967,4897,04:54:00,08:57:00,87,1,1,0,0,1,0,0
SL7540,13377,7212,02:24:00,12:46:00,87,0,0,0,1,1,1,1
SL7688,1587,12239,04:01:00,14:44:00,87,1,1,0,1,1,1,0
SL7796,8604,10231,19:11:00,21:28:00,87,1,0,0,1,1,0,1
SL7812,7659,11869,09:44:00,19:44:00,87,0,0,0,1,0,0,0
SL7905,11961,1109,01:08:00,08:45:00,87,0,0,1,1,0,1,1
SL7953,563,7710,07:21:00,09:33:00,87,0,0,1,1,0,1,0
SL8458,8061,8059,13:52:00,03:09:00,87,1,1,0,1,1,0,0
SL8484,12230,7484,18:06:00,00:51:00,87,0,0,0,1,0,0,1
SL8579,2438,881,01:19:00,19:49:00,87,1,1,1,0,1,0,0
SL8597,5426,7957,07:05:00,00:57:00,87,1,1,0,1,1,1,0
SL8636,6066,10943,03:49:00,09:31:00,87,1,0,1,0,0,1,1
SL8689,6504,13569,08:02:00,04:46:00,87,0,1,1,0,0,0,1
SL8773,9847,4502,03:21:00,15:01:00,87,0,0,0,1,0,0,0
SL8806,8412,2641,22:02:00,18:54:00,87,0,0,1,0,0,1,0
SL8952,6487,6292,21:32:00,14:45:00,87,1,0,1,1,1,0,0
SL8971,9643,2737,08:26:00,17:34:00,87,1,0,0,0,0,1,0
SL9063,12081,12682,08:34:00,01:59:00,87,0,1,1,1,0,1,0
SL9140,2896,4803,22:41:00,05:52:00,87,1,0,1,0,1,1,1
SL9238,4801,8793,08:28:00,16:44:00,87,0,1,0,0,1,0,1
SL9283,2867,1921,19:23:00,08:49:00,87,1,1,1,0,0,0,1
SL9368,9565,4440,15:36:00,02:57:00,87,0,1,1,1,0,1,0
SL9398,10056,11714,02:08:00,06:04:00,87,1,1,0,0,1,1,1
SL9444,10463,2147,04:01:00,15:37:00,87,1,1,1,0,1,0,0
SL9463,11625,332,18:21:00,20:12:00,87,0,1,1,1,1,0,0
SL9484,4759,5782,10:32:00,21:10:00,87,1,1,1,0,0,0,1
SL9490,11214,12377,02:01:00,14:35:00,87,0,1,0,1,1,1,1
SL9620,2850,8993,15:22:00,17:25:00,87,0,1,0,0,0,1,1
SL9666,12553,9823,22:42:00,00:06:00,87,0,0,1,1,0,0,0
SL9689,10133,7204,17:05:00,01:37:00,87,1,1,1,1,1,0,1
SL9717,6865,9996,21:08:00,08:01:00,87,1,0,0,1,1,0,1
SL9953,12037,9912,10:27:00,11:38:00,87,0,1,1,0,0,1,1
SO1026,800,11766,19:23:00,10:57:00,88,1,0,0,0,1,0,0
SO1192,8543,1615,04:38:00,12:02:00,88,1,1,0,1,0,0,1
SO1287,12973,6225,10:17:00,02:16:00,88,1,1,1,1,1,1,1
SO1336,3073,10530,02:29:00,11:00:00,88,0,1,1,0,1,0,1
SO1345,529,2509,09:07:00,04:10:00,88,0,1,0,0,0,1,1
SO1414,12090,316,08:37:00,22:19:00,88,1,1,1,1,0,1,1
SO1496,9759,1784,08:40:00,00:48:00,88,0,0,1,0,0,1,1
SO1538,5779,12809,20:35:00,07:53:00,88,0,0,0,0,1,1,0
SO1619,3359,5337,07:00:00,03:59:00,88,1,0,1,1,1,0,1
